delivery_id,order_id,delivery_distance_km,preparation_time_min,delivery_time_min,tip_amount,delivery_status
DLY013650,O003586,8.05,29,63.9,43.85,Delivered
DLY013651,O016888,9.45,27,85.4,53.69,Delivered
DLY013652,O010922,2.72,19,21.8,31.01,Delivered
DLY013653,O009787,9.04,14,39.6,5.74,Delivered
DLY013654,O030412,5.12,12,39.9,51.72,Delivered
DLY013655,O025246,7.56,36,103.1,16.26,Delivered
DLY013656,O001112,4.94,35,77.5,25.93,Delivered
DLY013657,O033560,2.38,31,43.7,107.36,Delivered
DLY013658,O021343,3.42,16,53.0,30.67,Delivered
DLY013659,O011181,5.13,17,50.6,24.79,Delivered
DLY013660,O029688,5.21,33,57.7,10.27,Delivered
DLY013661,O011260,1.67,13,29.3,89.9,Delivered
DLY013662,O013378,1.58,42,63.6,7.44,Delivered
DLY013663,O026435,4.57,19,59.5,104.14,Delivered
DLY013664,O024238,5.98,34,48.1,127.03,Delivered
DLY013665,O015482,3.54,9,43.1,129.69,Delivered
DLY013666,O036682,4.86,10,43.3,59.64,Delivered
DLY013667,O018393,2.66,28,40.4,16.43,Delivered
DLY013668,O027367,12.46,13,81.0,14.89,Delivered
DLY013669,O006825,7.78,14,81.6,42.63,Delivered
DLY013670,O030643,1.19,33,61.2,31.1,Delivered
DLY013671,O049946,2.84,28,55.3,14.31,Delivered
DLY013672,O003117,4.81,15,55.8,78.44,Delivered
DLY013673,O025999,4.66,24,46.7,61.63,Delivered
DLY013674,O047476,4.95,32,69.2,66.22,Delivered
DLY013675,O040473,1.36,22,32.1,123.71,Delivered
DLY013676,O016827,6.16,17,45.9,32.27,Delivered
DLY013677,O043436,2.77,16,54.0,40.07,Delivered
DLY013678,O032148,7.67,22,62.4,117.22,Delivered
DLY013679,O014701,3.2,38,78.7,3.74,Delivered
DLY013680,O006957,3.24,26,56.0,140.42,Delivered
DLY013681,O007106,4.13,11,46.4,46.45,Delivered
DLY013682,O023177,2.86,36,62.9,32.35,Delivered
DLY013683,O033703,3.13,10,23.3,117.67,Delivered
DLY013684,O034314,7.87,5,44.4,24.3,Delivered
DLY013685,O018363,3.39,30,42.5,68.66,Delivered
DLY013686,O027842,1.75,6,16.3,41.14,Delivered
DLY013687,O011001,3.87,23,56.6,185.94,Delivered
DLY013688,O031711,0.65,37,69.0,14.7,Delivered
DLY013689,O013132,2.9,33,50.3,8.66,Delivered
DLY013690,O019789,3.44,23,33.8,41.68,Delivered
DLY013691,O018650,1.47,17,51.9,10.28,Delivered
DLY013692,O007163,1.37,28,0.0,0.0,Failed
DLY013693,O025799,3.92,13,29.3,13.41,Delivered
DLY013694,O002530,1.84,10,47.2,44.29,Delivered
DLY013695,O029322,7.12,12,66.3,34.17,Delivered
DLY013696,O004462,7.33,29,66.2,97.07,Delivered
DLY013697,O024390,7.94,15,51.6,70.76,Delivered
DLY013698,O001550,4.87,13,49.0,102.82,Delivered
DLY013699,O043823,8.11,27,0.0,0.0,Failed
DLY013700,O016317,9.19,39,101.4,25.84,Delivered
DLY013701,O039545,2.14,24,0.0,0.0,Failed
DLY013702,O018339,2.44,33,0.0,0.0,Failed
DLY013703,O041003,0.77,20,42.7,25.16,Delivered
DLY013704,O004069,1.14,30,43.1,127.88,Delivered
DLY013705,O013326,5.75,12,59.2,24.57,Delivered
DLY013706,O040576,5.3,15,0.0,0.0,Failed
DLY013707,O041945,2.18,31,47.8,25.34,Delivered
DLY013708,O029293,5.11,9,56.5,30.96,Delivered
DLY013709,O019546,5.47,16,42.9,20.74,Delivered
DLY013710,O034850,2.33,23,0.0,0.0,Failed
DLY013711,O026932,3.7,11,0.0,0.0,Failed
DLY013712,O043449,5.55,39,81.7,32.93,Delivered
DLY013713,O024500,1.52,31,66.1,46.39,Delivered
DLY013714,O047357,6.06,11,44.3,102.0,Delivered
DLY013715,O024638,2.81,18,45.7,136.23,Delivered
DLY013716,O018844,3.89,25,38.0,43.38,Delivered
DLY013717,O042337,3.68,15,48.3,109.87,Delivered
DLY013718,O033859,1.71,28,62.8,60.5,Delivered
DLY013719,O014957,6.66,28,88.9,9.71,Delivered
DLY013720,O011880,4.74,19,49.8,29.65,Delivered
DLY013721,O003804,4.7,29,61.8,25.7,Delivered
DLY013722,O003567,2.64,31,55.3,104.69,Delivered
DLY013723,O005175,0.5,13,23.2,85.69,Delivered
DLY013724,O041650,5.49,17,0.0,0.0,Failed
DLY013725,O039265,6.42,21,49.2,115.22,Delivered
DLY013726,O020727,3.13,15,52.7,51.6,Delivered
DLY013727,O026828,4.42,16,66.1,103.25,Delivered
DLY013728,O025172,0.5,28,38.3,11.83,Delivered
DLY013729,O006708,1.31,16,26.9,44.76,Delivered
DLY013730,O021036,5.23,30,53.5,31.71,Delivered
DLY013731,O000463,6.79,20,58.9,130.95,Delivered
DLY013732,O018796,1.98,43,72.7,14.19,Delivered
DLY013733,O043088,16.56,23,106.1,126.02,Delivered
DLY013734,O010970,7.5,24,61.4,56.3,Delivered
DLY013735,O037247,4.43,42,67.5,42.5,Delivered
DLY013736,O037243,4.26,39,72.3,10.64,Delivered
DLY013737,O006272,3.37,26,39.6,162.66,Delivered
DLY013738,O031085,8.46,20,66.2,33.06,Delivered
DLY013739,O033149,10.09,33,76.0,35.75,Delivered
DLY013740,O010382,1.54,25,60.4,127.1,Delivered
DLY013741,O005247,3.64,22,66.6,57.74,Delivered
DLY013742,O001430,6.43,19,0.0,0.0,Failed
DLY013743,O011769,7.28,11,54.1,71.58,Delivered
DLY013744,O024940,5.64,41,95.3,52.53,Delivered
DLY013745,O044852,4.71,17,42.8,10.35,Delivered
DLY013746,O020549,4.2,23,72.3,46.02,Delivered
DLY013747,O000034,17.11,15,88.0,19.98,Delivered
DLY013748,O047419,5.58,36,72.0,10.22,Delivered
DLY013749,O033235,7.23,19,56.8,24.62,Delivered
DLY013750,O041865,3.62,16,54.9,52.55,Delivered
DLY013751,O005234,9.65,23,71.0,9.09,Delivered
DLY013752,O023982,1.81,17,47.2,13.75,Delivered
DLY013753,O027821,1.08,37,54.3,59.48,Delivered
DLY013754,O001551,5.68,21,63.4,96.74,Delivered
DLY013755,O001889,1.81,18,28.8,145.12,Delivered
DLY013756,O040264,2.19,31,52.6,8.49,Delivered
DLY013757,O010218,6.99,39,73.3,21.34,Delivered
DLY013758,O040087,4.51,10,27.5,99.47,Delivered
DLY013759,O037057,4.45,15,60.7,69.41,Delivered
DLY013760,O008671,8.93,29,62.0,29.58,Delivered
DLY013761,O005222,2.17,19,25.9,6.76,Delivered
DLY013762,O009415,0.89,12,0.0,0.0,Failed
DLY013763,O039260,2.35,24,41.1,51.9,Delivered
DLY013764,O017966,5.44,21,53.4,13.78,Delivered
DLY013765,O043183,2.24,12,29.5,24.79,Delivered
DLY013766,O015852,2.2,23,32.5,47.29,Delivered
DLY013767,O024607,2.07,15,48.4,14.45,Delivered
DLY013768,O043106,3.79,21,29.9,14.55,Delivered
DLY013769,O039714,7.21,6,44.6,6.68,Delivered
DLY013770,O013227,2.45,10,28.1,14.37,Delivered
DLY013771,O045898,4.68,25,47.4,69.99,Delivered
DLY013772,O044297,2.0,35,48.7,31.15,Delivered
DLY013773,O016027,6.03,31,71.1,98.95,Delivered
DLY013774,O030083,9.45,19,48.4,51.99,Delivered
DLY013775,O002228,1.03,34,65.4,72.82,Delivered
DLY013776,O005472,5.27,16,0.0,0.0,Failed
DLY013777,O048789,3.76,23,66.5,13.64,Delivered
DLY013778,O029075,1.55,28,53.6,16.6,Delivered
DLY013779,O017498,5.62,40,74.7,84.52,Delivered
DLY013780,O013915,1.46,23,55.9,51.56,Delivered
DLY013781,O002208,2.77,31,43.3,10.99,Delivered
DLY013782,O019622,6.46,29,69.3,74.51,Delivered
DLY013783,O013858,0.84,20,38.6,73.6,Delivered
DLY013784,O035040,1.93,31,49.3,23.67,Delivered
DLY013785,O023215,1.63,24,39.5,23.56,Delivered
DLY013786,O009024,1.03,20,34.7,28.89,Delivered
DLY013787,O032924,5.47,23,51.0,92.73,Delivered
DLY013788,O041282,2.76,31,70.2,74.28,Delivered
DLY013789,O047976,1.37,24,47.6,232.45,Delivered
DLY013790,O028627,0.73,18,39.0,26.93,Delivered
DLY013791,O035472,4.68,16,48.3,82.53,Delivered
DLY013792,O006166,4.35,7,61.9,134.11,Delivered
DLY013793,O022880,10.4,27,106.9,65.59,Delivered
DLY013794,O013921,7.7,12,56.1,46.71,Delivered
DLY013795,O037491,5.45,22,43.1,26.47,Delivered
DLY013796,O010049,7.6,19,65.3,25.18,Delivered
DLY013797,O048638,6.93,35,78.2,49.3,Delivered
DLY013798,O019498,6.46,27,56.2,96.18,Delivered
DLY013799,O006455,4.88,9,23.6,28.34,Delivered
DLY013800,O006053,3.87,22,0.0,0.0,Failed
DLY013801,O000240,9.09,16,55.4,31.21,Delivered
DLY013802,O000617,14.46,24,95.5,36.01,Delivered
DLY013803,O009832,4.42,23,64.9,21.64,Delivered
DLY013804,O013453,2.14,25,60.2,3.68,Delivered
DLY013805,O015284,4.07,18,44.7,51.75,Delivered
DLY013806,O008363,2.03,20,31.2,15.51,Delivered
DLY013807,O036589,1.67,15,36.1,75.8,Delivered
DLY013808,O003285,1.08,16,51.2,18.23,Delivered
DLY013809,O017193,1.38,13,26.3,37.69,Delivered
DLY013810,O027007,7.32,28,63.4,79.13,Delivered
DLY013811,O013109,1.66,29,43.4,24.64,Delivered
DLY013812,O003639,3.32,22,75.9,3.42,Delivered
DLY013813,O032121,4.23,13,44.5,106.11,Delivered
DLY013814,O017824,2.46,12,52.8,50.21,Delivered
DLY013815,O037065,4.11,36,61.1,17.57,Delivered
DLY013816,O045157,1.16,26,35.0,129.37,Delivered
DLY013817,O020541,6.08,33,71.3,9.99,Delivered
DLY013818,O037592,5.95,28,72.0,13.78,Delivered
DLY013819,O037387,4.31,10,28.0,17.11,Delivered
DLY013820,O011142,0.5,19,49.0,51.86,Delivered
DLY013821,O029664,9.99,14,81.6,29.56,Delivered
DLY013822,O040841,6.96,17,46.7,28.02,Delivered
DLY013823,O007279,9.75,32,96.9,124.46,Delivered
DLY013824,O030727,3.12,17,48.9,81.94,Delivered
DLY013825,O049319,1.02,11,0.0,0.0,Failed
DLY013826,O030945,3.94,31,45.5,34.7,Delivered
DLY013827,O035146,5.34,21,58.7,81.74,Delivered
DLY013828,O000044,3.15,18,0.0,0.0,Failed
DLY013829,O035085,3.42,24,37.2,30.09,Delivered
DLY013830,O040922,2.9,42,56.3,21.36,Delivered
DLY013831,O027253,1.79,31,63.2,38.59,Delivered
DLY013832,O020817,2.01,34,56.2,31.96,Delivered
DLY013833,O027687,3.81,21,0.0,0.0,Failed
DLY013834,O010138,1.22,18,55.5,102.47,Delivered
DLY013835,O018799,20.0,25,108.5,81.72,Delivered
DLY013836,O030136,4.93,22,0.0,0.0,Failed
DLY013837,O006701,3.86,21,0.0,0.0,Failed
DLY013838,O015984,3.48,45,72.9,67.09,Delivered
DLY013839,O040172,2.54,26,46.6,34.76,Delivered
DLY013840,O000313,4.09,20,43.8,40.01,Delivered
DLY013841,O042376,3.2,30,41.9,37.07,Delivered
DLY013842,O015460,3.4,8,29.2,133.84,Delivered
DLY013843,O036142,1.27,12,45.8,13.67,Delivered
DLY013844,O029581,1.56,8,20.6,71.16,Delivered
DLY013845,O007877,8.12,36,53.9,30.37,Delivered
DLY013846,O033367,7.01,50,86.9,20.79,Delivered
DLY013847,O031431,3.34,23,72.6,48.31,Delivered
DLY013848,O011643,1.15,11,32.4,25.75,Delivered
DLY013849,O011379,4.33,10,41.4,126.49,Delivered
DLY013850,O013518,0.5,15,40.6,22.14,Delivered
DLY013851,O040666,1.79,13,32.2,91.42,Delivered
DLY013852,O011132,2.28,22,24.5,33.3,Delivered
DLY013853,O049878,3.93,10,42.9,67.55,Delivered
DLY013854,O026597,6.54,19,49.0,13.19,Delivered
DLY013855,O035768,4.87,7,33.3,227.79,Delivered
DLY013856,O005279,7.11,41,105.9,19.34,Delivered
DLY013857,O014431,4.49,11,41.1,50.45,Delivered
DLY013858,O006063,7.66,25,67.0,66.72,Delivered
DLY013859,O005695,3.18,23,0.0,0.0,Failed
DLY013860,O043328,5.94,36,0.0,0.0,Failed
DLY013861,O008911,11.01,34,94.1,46.52,Delivered
DLY013862,O006761,4.73,27,50.6,16.95,Delivered
DLY013863,O043543,6.48,17,50.1,34.96,Delivered
DLY013864,O042626,3.51,16,45.4,59.03,Delivered
DLY013865,O016316,6.49,19,50.0,43.62,Delivered
DLY013866,O039742,5.34,21,61.4,26.37,Delivered
DLY013867,O002118,3.06,19,57.2,51.04,Delivered
DLY013868,O015356,4.63,45,60.9,17.34,Delivered
DLY013869,O039988,10.91,23,71.4,23.7,Delivered
DLY013870,O038476,0.51,16,27.3,85.92,Delivered
DLY013871,O004969,9.18,32,70.0,9.94,Delivered
DLY013872,O000832,0.99,31,0.0,0.0,Failed
DLY013873,O033185,3.19,24,57.7,13.82,Delivered
DLY013874,O014181,6.97,19,64.6,23.91,Delivered
DLY013875,O043877,1.97,10,21.1,36.64,Delivered
DLY013876,O008575,0.5,31,0.0,0.0,Failed
DLY013877,O007987,3.3,33,48.4,10.37,Delivered
DLY013878,O035612,5.28,26,47.7,95.84,Delivered
DLY013879,O025929,1.51,41,70.6,15.76,Delivered
DLY013880,O001457,3.86,19,47.9,24.36,Delivered
DLY013881,O015588,3.41,26,42.2,189.53,Delivered
DLY013882,O019784,1.74,25,44.2,50.36,Delivered
DLY013883,O023969,11.57,41,86.5,44.13,Delivered
DLY013884,O031906,1.96,33,70.7,13.48,Delivered
DLY013885,O035935,4.92,45,66.1,85.81,Delivered
DLY013886,O047547,5.52,10,0.0,0.0,Failed
DLY013887,O022570,5.48,34,92.9,40.1,Delivered
DLY013888,O027733,6.27,24,56.1,46.86,Delivered
DLY013889,O049444,1.94,23,41.9,7.03,Delivered
DLY013890,O000575,2.71,16,52.0,77.15,Delivered
DLY013891,O038394,4.89,44,78.5,40.57,Delivered
DLY013892,O026689,0.58,28,47.7,138.36,Delivered
DLY013893,O037044,9.41,38,98.8,19.56,Delivered
DLY013894,O016872,4.76,16,51.7,64.55,Delivered
DLY013895,O007002,3.41,17,37.6,21.17,Delivered
DLY013896,O030375,9.89,21,54.4,142.45,Delivered
DLY013897,O014007,7.56,8,67.2,11.39,Delivered
DLY013898,O005220,3.15,36,64.4,76.36,Delivered
DLY013899,O042454,5.44,19,55.3,25.85,Delivered
DLY013900,O029445,5.02,16,37.4,68.7,Delivered
DLY013901,O030492,3.7,21,0.0,0.0,Failed
DLY013902,O030276,8.83,25,71.3,22.83,Delivered
DLY013903,O018011,5.65,27,55.0,21.31,Delivered
DLY013904,O004331,11.18,25,64.9,83.7,Delivered
DLY013905,O020439,1.1,28,52.8,32.11,Delivered
DLY013906,O010672,1.42,19,38.5,25.11,Delivered
DLY013907,O041998,3.47,28,0.0,0.0,Failed
DLY013908,O048382,7.11,19,64.2,28.1,Delivered
DLY013909,O045379,4.37,37,0.0,0.0,Failed
DLY013910,O029930,9.28,34,78.8,45.54,Delivered
DLY013911,O025078,4.09,46,69.2,54.93,Delivered
DLY013912,O030115,8.03,29,63.2,40.93,Delivered
DLY013913,O005733,4.57,15,45.9,5.18,Delivered
DLY013914,O003989,2.7,24,39.4,39.07,Delivered
DLY013915,O034911,0.69,14,48.0,8.61,Delivered
DLY013916,O002829,3.11,26,50.3,68.65,Delivered
DLY013917,O005227,7.35,18,50.9,59.67,Delivered
DLY013918,O000197,2.31,20,41.3,40.55,Delivered
DLY013919,O013659,6.07,33,0.0,0.0,Failed
DLY013920,O015604,3.39,12,55.4,60.59,Delivered
DLY013921,O028128,2.29,10,33.1,17.6,Delivered
DLY013922,O014607,4.68,12,59.6,34.3,Delivered
DLY013923,O035816,1.11,24,64.1,55.03,Delivered
DLY013924,O026301,6.79,16,46.0,50.84,Delivered
DLY013925,O002726,2.49,16,41.5,99.11,Delivered
DLY013926,O036301,4.53,16,59.3,53.02,Delivered
DLY013927,O020760,4.26,31,50.3,43.67,Delivered
DLY013928,O022097,3.23,12,27.6,77.06,Delivered
DLY013929,O008749,7.12,34,60.8,25.3,Delivered
DLY013930,O034326,1.18,10,38.1,29.79,Delivered
DLY013931,O034831,6.75,21,74.7,47.6,Delivered
DLY013932,O006858,6.2,23,66.3,12.81,Delivered
DLY013933,O044018,8.29,23,67.2,16.97,Delivered
DLY013934,O025645,1.34,32,33.5,175.55,Delivered
DLY013935,O043113,4.41,50,67.4,72.7,Delivered
DLY013936,O001782,1.77,21,36.2,47.15,Delivered
DLY013937,O031478,2.54,8,17.4,94.53,Delivered
DLY013938,O034028,5.89,26,56.6,9.23,Delivered
DLY013939,O002265,0.66,30,49.3,185.5,Delivered
DLY013940,O009144,3.06,17,27.5,17.2,Delivered
DLY013941,O023497,5.37,16,54.6,28.89,Delivered
DLY013942,O042644,1.43,23,0.0,0.0,Failed
DLY013943,O016890,3.36,21,41.8,15.27,Delivered
DLY013944,O003531,2.16,30,41.5,27.25,Delivered
DLY013945,O024127,3.51,21,35.3,38.99,Delivered
DLY013946,O017238,9.17,44,106.1,40.86,Delivered
DLY013947,O018829,1.87,21,55.4,11.07,Delivered
DLY013948,O028839,6.61,23,70.2,19.35,Delivered
DLY013949,O015519,6.62,18,51.5,10.49,Delivered
DLY013950,O002972,6.04,20,0.0,0.0,Failed
DLY013951,O044581,5.0,24,66.8,181.86,Delivered
DLY013952,O027283,4.67,29,61.4,102.15,Delivered
DLY013953,O016660,14.1,35,91.1,33.74,Delivered
DLY013954,O024991,1.41,26,44.0,19.66,Delivered
DLY013955,O016173,7.26,12,64.5,43.29,Delivered
DLY013956,O031951,1.29,28,38.4,39.07,Delivered
DLY013957,O000828,6.03,6,36.6,102.96,Delivered
DLY013958,O002449,5.59,8,44.2,33.3,Delivered
DLY013959,O025459,4.19,17,45.9,34.82,Delivered
DLY013960,O048146,1.57,26,38.6,32.48,Delivered
DLY013961,O037845,5.01,16,46.2,8.42,Delivered
DLY013962,O029762,7.88,31,94.4,27.39,Delivered
DLY013963,O023422,1.84,15,56.3,13.34,Delivered
DLY013964,O025726,11.66,17,76.4,113.93,Delivered
DLY013965,O012154,1.92,33,54.8,166.74,Delivered
DLY013966,O022054,7.23,42,0.0,0.0,Failed
DLY013967,O044135,5.31,34,75.7,180.87,Delivered
DLY013968,O022090,7.16,47,89.2,75.24,Delivered
DLY013969,O026653,1.54,6,21.0,45.86,Delivered
DLY013970,O043350,2.69,28,63.9,22.89,Delivered
DLY013971,O038381,2.28,19,63.4,40.28,Delivered
DLY013972,O017999,3.45,22,60.3,27.49,Delivered
DLY013973,O030350,3.23,23,51.0,117.3,Delivered
DLY013974,O016331,1.09,24,57.2,33.31,Delivered
DLY013975,O031007,5.29,29,65.1,47.36,Delivered
DLY013976,O042860,6.07,10,45.4,188.7,Delivered
DLY013977,O046691,7.86,27,72.6,13.05,Delivered
DLY013978,O029307,10.82,17,73.5,32.33,Delivered
DLY013979,O040742,1.29,26,55.3,37.99,Delivered
DLY013980,O014654,6.77,20,75.0,41.14,Delivered
DLY013981,O014647,8.54,15,57.8,58.83,Delivered
DLY013982,O019864,10.08,14,67.0,137.97,Delivered
DLY013983,O011571,3.77,31,69.2,23.58,Delivered
DLY013984,O021056,2.34,20,0.0,0.0,Failed
DLY013985,O041767,4.48,42,79.4,87.4,Delivered
DLY013986,O007707,2.61,20,32.8,34.78,Delivered
DLY013987,O029926,5.45,18,50.1,34.58,Delivered
DLY013988,O030688,1.4,30,78.4,176.5,Delivered
DLY013989,O004777,2.25,25,41.2,95.89,Delivered
DLY013990,O043234,9.31,31,69.7,20.03,Delivered
DLY013991,O007175,4.99,15,55.4,40.48,Delivered
DLY013992,O021336,6.03,46,74.5,16.9,Delivered
DLY013993,O026317,1.43,23,29.7,7.73,Delivered
DLY013994,O033324,4.16,19,32.0,132.83,Delivered
DLY013995,O047738,3.52,15,64.6,4.02,Delivered
DLY013996,O024744,6.09,20,37.7,51.8,Delivered
DLY013997,O034878,6.75,30,75.5,39.57,Delivered
DLY013998,O015319,1.79,11,26.9,10.69,Delivered
DLY013999,O000845,3.23,9,36.5,134.64,Delivered
DLY014000,O035021,2.62,29,51.3,32.16,Delivered
DLY014001,O029821,2.35,26,70.0,33.39,Delivered
DLY014002,O009881,6.7,24,54.0,88.94,Delivered
DLY014003,O025376,7.39,25,62.9,74.48,Delivered
DLY014004,O036237,1.76,29,38.5,27.23,Delivered
DLY014005,O009292,2.98,24,38.0,101.49,Delivered
DLY014006,O041478,3.35,48,74.4,35.96,Delivered
DLY014007,O031573,3.59,17,43.7,66.44,Delivered
DLY014008,O040477,4.77,39,74.2,60.09,Delivered
DLY014009,O020418,1.7,33,57.9,33.53,Delivered
DLY014010,O012164,1.58,18,32.2,6.99,Delivered
DLY014011,O033586,3.4,40,0.0,0.0,Failed
DLY014012,O010082,9.96,32,80.3,71.36,Delivered
DLY014013,O037855,11.38,28,96.4,94.08,Delivered
DLY014014,O026588,9.55,34,91.9,70.71,Delivered
DLY014015,O040141,2.97,25,59.4,22.23,Delivered
DLY014016,O043376,2.93,34,72.0,29.45,Delivered
DLY014017,O003246,7.27,20,70.1,42.02,Delivered
DLY014018,O028250,1.88,30,59.6,97.32,Delivered
DLY014019,O021769,8.03,16,72.1,21.48,Delivered
DLY014020,O010670,3.09,23,64.1,74.16,Delivered
DLY014021,O033669,3.42,17,53.5,43.7,Delivered
DLY014022,O023795,1.82,14,19.7,186.47,Delivered
DLY014023,O010406,3.48,22,36.2,10.28,Delivered
DLY014024,O008115,5.67,32,73.7,79.25,Delivered
DLY014025,O042334,2.98,20,41.6,71.28,Delivered
DLY014026,O011471,3.23,20,60.2,4.65,Delivered
DLY014027,O000960,11.35,20,66.8,22.08,Delivered
DLY014028,O000619,4.01,34,54.4,20.58,Delivered
DLY014029,O031901,4.32,21,50.3,36.93,Delivered
DLY014030,O004309,4.79,36,69.6,52.48,Delivered
DLY014031,O033203,0.61,46,63.7,34.96,Delivered
DLY014032,O020085,1.04,9,14.0,16.44,Delivered
DLY014033,O030686,4.5,24,79.0,21.75,Delivered
DLY014034,O004294,5.45,17,50.6,21.02,Delivered
DLY014035,O019462,7.13,22,47.3,38.74,Delivered
DLY014036,O024177,5.14,29,41.3,26.35,Delivered
DLY014037,O035346,0.81,11,0.0,0.0,Failed
DLY014038,O034266,3.8,15,57.4,19.88,Delivered
DLY014039,O014702,2.36,21,53.0,46.72,Delivered
DLY014040,O049859,0.6,51,69.8,65.65,Delivered
DLY014041,O015120,7.22,17,61.1,16.08,Delivered
DLY014042,O030090,1.04,12,35.1,25.11,Delivered
DLY014043,O045908,2.11,17,58.2,65.82,Delivered
DLY014044,O019609,6.04,17,64.9,101.78,Delivered
DLY014045,O012537,1.28,25,51.2,43.71,Delivered
DLY014046,O019903,3.47,31,66.9,32.8,Delivered
DLY014047,O046113,8.82,49,98.6,52.24,Delivered
DLY014048,O036025,2.65,24,36.7,50.4,Delivered
DLY014049,O028450,5.09,23,58.9,47.49,Delivered
DLY014050,O031528,3.2,24,64.6,51.82,Delivered
DLY014051,O035858,1.05,24,57.2,69.11,Delivered
DLY014052,O029544,2.17,23,0.0,0.0,Failed
DLY014053,O003338,5.4,35,83.8,50.48,Delivered
DLY014054,O039076,6.62,35,91.0,46.74,Delivered
DLY014055,O023682,14.51,40,113.1,25.49,Delivered
DLY014056,O021503,4.62,26,60.7,105.18,Delivered
DLY014057,O004772,1.84,20,49.6,28.93,Delivered
DLY014058,O040690,0.69,45,67.5,57.0,Delivered
DLY014059,O006400,1.69,22,43.9,65.12,Delivered
DLY014060,O040522,8.53,22,0.0,0.0,Failed
DLY014061,O048123,5.75,36,70.8,15.68,Delivered
DLY014062,O019002,2.98,30,71.9,53.9,Delivered
DLY014063,O016923,3.85,29,0.0,0.0,Failed
DLY014064,O040646,2.67,14,52.2,79.37,Delivered
DLY014065,O019121,5.26,29,73.9,49.65,Delivered
DLY014066,O008893,1.55,43,63.9,17.03,Delivered
DLY014067,O040244,2.71,18,44.4,83.5,Delivered
DLY014068,O000755,3.25,21,39.4,16.65,Delivered
DLY014069,O009073,3.37,18,0.0,0.0,Failed
DLY014070,O009408,1.58,45,79.8,30.12,Delivered
DLY014071,O048865,3.63,48,55.1,18.83,Delivered
DLY014072,O048653,2.41,19,40.4,36.47,Delivered
DLY014073,O034834,3.15,51,68.6,22.15,Delivered
DLY014074,O048522,6.64,21,44.9,13.92,Delivered
DLY014075,O012712,2.87,39,59.8,35.95,Delivered
DLY014076,O042579,2.18,30,59.7,7.18,Delivered
DLY014077,O030193,7.03,21,62.8,19.46,Delivered
DLY014078,O024019,8.6,19,80.5,9.08,Delivered
DLY014079,O017090,2.54,14,26.1,123.9,Delivered
DLY014080,O028144,5.56,20,69.1,37.79,Delivered
DLY014081,O017346,2.51,29,40.5,43.51,Delivered
DLY014082,O042064,3.44,17,36.9,18.81,Delivered
DLY014083,O048397,11.22,32,94.9,15.68,Delivered
DLY014084,O049361,3.36,14,0.0,0.0,Failed
DLY014085,O027536,0.77,25,46.7,6.39,Delivered
DLY014086,O021092,3.14,36,58.7,182.75,Delivered
DLY014087,O007370,2.87,28,42.5,16.96,Delivered
DLY014088,O040615,3.57,12,43.0,27.21,Delivered
DLY014089,O023967,1.25,26,34.1,25.36,Delivered
DLY014090,O042045,7.09,24,55.9,73.69,Delivered
DLY014091,O044622,2.65,8,41.8,196.48,Delivered
DLY014092,O015313,1.93,24,77.3,40.74,Delivered
DLY014093,O007810,5.44,39,59.6,9.19,Delivered
DLY014094,O008296,2.52,36,59.7,12.35,Delivered
DLY014095,O039046,0.78,16,0.0,0.0,Failed
DLY014096,O020004,1.46,20,45.5,32.09,Delivered
DLY014097,O002255,3.62,12,34.7,80.09,Delivered
DLY014098,O003404,1.22,18,56.0,32.89,Delivered
DLY014099,O023277,2.17,18,47.4,89.24,Delivered
DLY014100,O044664,2.31,17,54.1,106.96,Delivered
DLY014101,O043374,1.15,27,0.0,0.0,Failed
DLY014102,O000555,1.95,21,59.2,5.15,Delivered
DLY014103,O028408,6.57,14,56.9,48.94,Delivered
DLY014104,O048263,3.56,25,70.6,16.93,Delivered
DLY014105,O035865,6.87,50,0.0,0.0,Failed
DLY014106,O043383,1.58,24,57.0,64.14,Delivered
DLY014107,O014279,3.35,32,68.5,53.73,Delivered
DLY014108,O037691,5.48,17,65.7,28.68,Delivered
DLY014109,O043879,5.86,21,35.7,57.4,Delivered
DLY014110,O018267,1.02,34,49.1,122.33,Delivered
DLY014111,O033443,3.08,44,70.6,16.09,Delivered
DLY014112,O010429,8.44,23,65.9,23.84,Delivered
DLY014113,O017778,0.5,46,59.1,40.13,Delivered
DLY014114,O007760,6.78,20,47.0,42.26,Delivered
DLY014115,O029304,1.98,18,49.0,115.49,Delivered
DLY014116,O006871,0.88,17,34.6,99.18,Delivered
DLY014117,O037198,2.09,33,65.8,47.0,Delivered
DLY014118,O005042,1.79,8,35.5,53.98,Delivered
DLY014119,O023846,3.55,26,58.5,78.6,Delivered
DLY014120,O040826,7.21,43,99.7,48.96,Delivered
DLY014121,O005883,4.4,19,62.1,147.59,Delivered
DLY014122,O008736,1.73,20,0.0,0.0,Failed
DLY014123,O012355,0.6,41,47.1,4.0,Delivered
DLY014124,O005174,5.35,18,34.1,23.18,Delivered
DLY014125,O045724,5.68,31,59.1,42.15,Delivered
DLY014126,O037909,3.33,33,51.1,212.41,Delivered
DLY014127,O049575,3.29,13,63.0,15.48,Delivered
DLY014128,O045645,4.93,35,63.0,73.68,Delivered
DLY014129,O036519,2.02,20,40.0,69.6,Delivered
DLY014130,O045377,4.33,18,57.2,75.0,Delivered
DLY014131,O022047,1.67,27,65.2,32.83,Delivered
