payment_id,order_id,customer_id,payment_method,payment_status,amount_paid,payment_timestamp
PAY006613,O006613,C01147,Credit Card,Successful,347.34,2026-05-31 21:25:00
PAY006614,O006614,C03997,UPI,Successful,1332.2,2026-06-17 11:29:00
PAY006615,O006615,C00381,UPI,Refunded,596.18,2026-05-09 11:05:00
PAY006616,O006616,C00825,Credit Card,Successful,487.72,2026-04-25 18:28:00
PAY006617,O006617,C01539,Credit Card,Successful,315.5,2026-02-14 16:09:00
PAY006618,O006618,C03376,UPI,Successful,240.33,2026-03-06 02:09:00
PAY006619,O006619,C01638,Wallet,Successful,653.06,2026-01-11 11:23:00
PAY006620,O006620,C04288,Wallet,Successful,863.05,2026-04-15 05:02:00
PAY006621,O006621,C00525,Debit Card,Successful,293.05,2026-04-26 18:02:00
PAY006622,O006622,C03108,Debit Card,Failed,0.0,2026-05-16 22:25:00
PAY006623,O006623,C01094,Credit Card,Successful,604.07,2026-06-05 06:14:00
PAY006624,O006624,C00105,Credit Card,Successful,548.61,2026-02-23 03:28:00
PAY006625,O006625,C01740,Credit Card,Successful,226.2,2026-02-01 20:06:00
PAY006626,O006626,C02361,Credit Card,Refunded,819.5,2026-01-22 10:06:00
PAY006627,O006627,C03127,Credit Card,Successful,269.05,2026-04-09 12:06:00
PAY006628,O006628,C01677,UPI,Successful,355.2,2026-02-18 11:03:00
PAY006629,O006629,C02355,UPI,Successful,197.23,2026-02-05 20:09:00
PAY006630,O006630,C04917,Credit Card,Successful,351.35,2026-04-11 20:22:00
PAY006631,O006631,C04132,Credit Card,Successful,608.04,2026-04-19 18:11:00
PAY006632,O006632,C02935,UPI,Successful,1119.45,2026-01-26 01:10:00
PAY006633,O006633,C01873,Wallet,Successful,479.52,2026-04-05 18:12:00
PAY006634,O006634,C01043,UPI,Successful,297.87,2026-01-17 23:11:00
PAY006635,O006635,C03435,Debit Card,Successful,680.56,2026-05-23 19:15:00
PAY006636,O006636,C01442,Credit Card,Successful,905.2,2026-04-17 14:29:00
PAY006637,O006637,C01846,UPI,Successful,653.28,2026-04-19 00:11:00
PAY006638,O006638,C03502,Credit Card,Successful,710.48,2026-05-10 18:14:00
PAY006639,O006639,C01542,UPI,Successful,81.66,2026-02-08 19:18:00
PAY006640,O006640,C00467,Debit Card,Successful,136.23,2026-02-03 20:11:00
PAY006641,O006641,C02945,Credit Card,Successful,291.65,2026-02-26 20:08:00
PAY006642,O006642,C04295,Wallet,Successful,1351.03,2026-04-15 23:06:00
PAY006643,O006643,C01592,Credit Card,Successful,230.05,2026-05-30 14:09:00
PAY006644,O006644,C02816,UPI,Successful,797.92,2026-06-28 22:27:00
PAY006645,O006645,C04073,UPI,Successful,1046.51,2026-05-30 01:12:00
PAY006646,O006646,C03573,Debit Card,Successful,932.93,2026-03-30 23:13:00
PAY006647,O006647,C04337,UPI,Successful,241.73,2026-04-15 07:22:00
PAY006648,O006648,C01194,UPI,Successful,493.93,2026-02-21 13:16:00
PAY006649,O006649,C00294,Credit Card,Successful,151.69,2026-02-10 05:26:00
PAY006650,O006650,C00922,Credit Card,Failed,0.0,2026-01-26 13:01:00
PAY006651,O006651,C01339,UPI,Successful,1720.82,2026-04-04 21:03:00
PAY006652,O006652,C03199,Credit Card,Successful,101.59,2026-02-01 19:17:00
PAY006653,O006653,C04564,Credit Card,Successful,1535.57,2026-01-10 20:22:00
PAY006654,O006654,C02415,UPI,Successful,120.63,2026-02-02 09:15:00
PAY006655,O006655,C04854,Wallet,Successful,195.57,2026-03-11 21:04:00
PAY006656,O006656,C03476,Credit Card,Refunded,247.71,2026-02-10 21:14:00
PAY006657,O006657,C01542,Credit Card,Successful,158.78,2026-02-09 18:28:00
PAY006658,O006658,C02499,Debit Card,Successful,616.99,2026-02-14 20:16:00
PAY006659,O006659,C00908,UPI,Successful,403.28,2026-06-10 05:00:00
PAY006660,O006660,C02494,UPI,Successful,491.85,2026-01-16 04:04:00
PAY006661,O006661,C02128,UPI,Successful,145.43,2026-02-28 14:23:00
PAY006662,O006662,C03089,UPI,Successful,730.33,2026-03-13 19:08:00
PAY006663,O006663,C04648,Debit Card,Successful,652.19,2026-02-21 01:24:00
PAY006664,O006664,C03991,Credit Card,Successful,127.31,2026-03-10 21:03:00
PAY006665,O006665,C03752,Cash,Successful,684.1,2026-04-25 04:29:00
PAY006666,O006666,C02098,Cash,Successful,186.17,2026-01-25 22:05:00
PAY006667,O006667,C03175,Cash,Successful,842.03,2026-03-07 11:06:00
PAY006668,O006668,C00388,UPI,Successful,628.7,2026-01-25 20:14:00
PAY006669,O006669,C00299,UPI,Successful,847.94,2026-05-13 06:15:00
PAY006670,O006670,C04435,Cash,Successful,170.02,2026-06-06 11:24:00
PAY006671,O006671,C03461,Credit Card,Successful,354.05,2026-04-11 18:21:00
PAY006672,O006672,C04062,UPI,Successful,579.04,2026-01-11 15:22:00
PAY006673,O006673,C00474,UPI,Successful,142.96,2026-03-22 12:19:00
PAY006674,O006674,C04712,UPI,Successful,830.53,2026-03-17 21:13:00
PAY006675,O006675,C04888,UPI,Successful,95.37,2026-05-25 11:28:00
PAY006676,O006676,C03214,Cash,Successful,110.06,2026-01-11 03:17:00
PAY006677,O006677,C04109,Debit Card,Successful,858.35,2026-06-26 13:26:00
PAY006678,O006678,C00449,Wallet,Successful,287.33,2026-02-08 13:30:00
PAY006679,O006679,C02222,UPI,Successful,365.95,2026-05-29 21:05:00
PAY006680,O006680,C01983,UPI,Failed,0.0,2026-05-24 09:19:00
PAY006681,O006681,C03612,UPI,Successful,798.96,2026-05-19 21:10:00
PAY006682,O006682,C02643,UPI,Successful,316.56,2026-01-24 12:13:00
PAY006683,O006683,C01921,UPI,Successful,111.89,2026-01-16 03:08:00
PAY006684,O006684,C02317,Wallet,Successful,392.13,2026-03-22 19:23:00
PAY006685,O006685,C01275,Credit Card,Successful,785.67,2026-05-14 22:12:00
PAY006686,O006686,C04869,UPI,Successful,1222.9,2026-05-03 23:06:00
PAY006687,O006687,C01616,Credit Card,Successful,899.37,2026-05-21 18:21:00
PAY006688,O006688,C04984,UPI,Successful,685.66,2026-01-22 17:05:00
PAY006689,O006689,C03619,UPI,Successful,817.93,2026-03-19 10:10:00
PAY006690,O006690,C02307,Credit Card,Successful,528.15,2026-03-26 01:27:00
PAY006691,O006691,C00260,Credit Card,Successful,1630.77,2026-02-14 06:06:00
PAY006692,O006692,C03207,Credit Card,Successful,260.08,2026-04-15 11:06:00
PAY006693,O006693,C01513,Credit Card,Successful,1994.63,2026-01-08 14:13:00
PAY006694,O006694,C04739,UPI,Successful,694.0,2026-05-21 16:08:00
PAY006695,O006695,C02129,Debit Card,Successful,341.23,2026-02-08 20:29:00
PAY006696,O006696,C03439,Cash,Successful,264.33,2026-05-15 13:06:00
PAY006697,O006697,C02177,UPI,Successful,857.72,2026-01-14 07:01:00
PAY006698,O006698,C04508,Debit Card,Refunded,473.44,2026-03-31 22:13:00
PAY006699,O006699,C03509,UPI,Successful,228.53,2026-02-09 21:05:00
PAY006700,O006700,C04711,Wallet,Successful,82.53,2026-03-12 21:23:00
PAY006701,O006701,C04995,UPI,Failed,0.0,2026-06-10 06:24:00
PAY006702,O006702,C03081,Credit Card,Failed,0.0,2026-03-22 19:24:00
PAY006703,O006703,C00232,Wallet,Successful,384.51,2026-02-19 13:22:00
PAY006704,O006704,C00730,UPI,Refunded,210.84,2026-02-24 21:27:00
PAY006705,O006705,C03013,UPI,Successful,1327.48,2026-04-25 22:22:00
PAY006706,O006706,C02930,Cash,Successful,623.53,2026-05-14 21:27:00
PAY006707,O006707,C00318,Credit Card,Successful,333.53,2026-01-08 14:06:00
PAY006708,O006708,C01531,UPI,Successful,601.05,2026-04-01 02:20:00
PAY006709,O006709,C01111,Credit Card,Successful,631.22,2026-03-18 04:16:00
PAY006710,O006710,C00716,Debit Card,Successful,1045.36,2026-03-12 06:09:00
PAY006711,O006711,C01342,Wallet,Successful,1199.71,2026-03-15 19:21:00
PAY006712,O006712,C03405,UPI,Refunded,218.43,2026-05-09 11:26:00
PAY006713,O006713,C03313,Credit Card,Successful,319.05,2026-06-30 20:26:00
PAY006714,O006714,C03121,Debit Card,Successful,193.19,2026-06-26 22:28:00
PAY006715,O006715,C03088,Debit Card,Successful,284.78,2026-05-09 05:05:00
PAY006716,O006716,C00202,Wallet,Successful,739.39,2026-02-14 03:15:00
PAY006717,O006717,C02141,UPI,Successful,527.18,2026-01-02 13:00:00
PAY006718,O006718,C01673,UPI,Successful,257.04,2026-05-21 20:09:00
PAY006719,O006719,C01057,UPI,Successful,80.85,2026-03-29 00:16:00
PAY006720,O006720,C03672,Credit Card,Successful,340.71,2026-02-20 22:06:00
PAY006721,O006721,C00419,UPI,Successful,92.62,2026-03-18 03:09:00
PAY006722,O006722,C02599,Debit Card,Successful,182.48,2026-05-16 10:16:00
PAY006723,O006723,C00626,Debit Card,Successful,265.82,2026-01-09 19:27:00
PAY006724,O006724,C04941,Credit Card,Failed,0.0,2026-04-03 14:25:00
PAY006725,O006725,C03831,UPI,Successful,170.48,2026-03-10 17:06:00
PAY006726,O006726,C01879,UPI,Successful,1026.09,2026-02-07 16:28:00
PAY006727,O006727,C01945,UPI,Successful,871.58,2026-06-12 04:10:00
PAY006728,O006728,C02930,Wallet,Successful,324.61,2026-05-11 13:25:00
PAY006729,O006729,C02768,UPI,Successful,163.13,2026-05-17 13:04:00
PAY006730,O006730,C03384,Credit Card,Successful,239.16,2026-05-04 20:28:00
PAY006731,O006731,C03541,UPI,Successful,755.87,2026-02-25 20:29:00
PAY006732,O006732,C00394,Wallet,Successful,273.34,2026-01-06 00:08:00
PAY006733,O006733,C02857,Debit Card,Successful,340.0,2026-04-19 04:25:00
PAY006734,O006734,C02920,UPI,Successful,1686.73,2026-03-01 18:12:00
PAY006735,O006735,C02619,Cash,Failed,0.0,2026-02-20 03:02:00
PAY006736,O006736,C00632,Wallet,Successful,408.03,2026-05-03 17:12:00
PAY006737,O006737,C02857,UPI,Successful,660.37,2026-03-06 13:02:00
PAY006738,O006738,C00322,UPI,Successful,1453.56,2026-06-26 21:05:00
PAY006739,O006739,C03507,Credit Card,Successful,270.08,2026-06-14 00:27:00
PAY006740,O006740,C04670,Credit Card,Successful,208.47,2026-01-09 10:28:00
PAY006741,O006741,C01694,UPI,Successful,828.55,2026-01-19 18:13:00
PAY006742,O006742,C01064,UPI,Successful,163.83,2026-04-11 09:25:00
PAY006743,O006743,C03112,UPI,Successful,169.18,2026-01-05 18:20:00
PAY006744,O006744,C01477,Credit Card,Successful,1034.04,2026-03-22 14:07:00
PAY006745,O006745,C02918,Credit Card,Successful,413.43,2026-03-15 05:01:00
PAY006746,O006746,C03262,UPI,Successful,491.24,2026-04-29 14:29:00
PAY006747,O006747,C02794,Credit Card,Successful,726.83,2026-03-21 20:09:00
PAY006748,O006748,C03087,UPI,Successful,82.07,2026-01-28 01:20:00
PAY006749,O006749,C03812,Debit Card,Successful,341.42,2026-02-02 01:02:00
PAY006750,O006750,C03971,UPI,Successful,1972.97,2026-03-11 03:11:00
PAY006751,O006751,C03352,UPI,Successful,318.54,2026-02-14 20:29:00
PAY006752,O006752,C00959,UPI,Successful,150.31,2026-06-02 03:11:00
PAY006753,O006753,C04144,UPI,Successful,364.66,2026-06-30 23:06:00
PAY006754,O006754,C01583,UPI,Successful,280.13,2026-05-23 21:16:00
PAY006755,O006755,C03177,UPI,Successful,1576.76,2026-03-01 18:16:00
PAY006756,O006756,C02417,Debit Card,Successful,301.68,2026-03-26 07:23:00
PAY006757,O006757,C00460,Credit Card,Successful,340.59,2026-03-23 19:15:00
PAY006758,O006758,C02295,Wallet,Successful,159.8,2026-06-16 12:04:00
PAY006759,O006759,C02312,Debit Card,Failed,0.0,2026-04-19 17:21:00
PAY006760,O006760,C01230,UPI,Successful,1374.62,2026-05-10 12:17:00
PAY006761,O006761,C01531,UPI,Successful,307.77,2026-02-27 03:25:00
PAY006762,O006762,C04626,Debit Card,Successful,678.85,2026-01-09 11:27:00
PAY006763,O006763,C01388,UPI,Successful,409.48,2026-02-09 19:12:00
PAY006764,O006764,C02798,Debit Card,Failed,0.0,2026-01-27 14:25:00
PAY006765,O006765,C01364,Credit Card,Successful,720.98,2026-03-23 19:05:00
PAY006766,O006766,C04503,Credit Card,Successful,1032.46,2026-04-11 23:21:00
PAY006767,O006767,C00453,Debit Card,Successful,237.96,2026-02-02 20:21:00
PAY006768,O006768,C03905,Debit Card,Successful,688.26,2026-03-14 22:12:00
PAY006769,O006769,C04910,Debit Card,Successful,162.44,2026-04-05 02:18:00
PAY006770,O006770,C00578,Credit Card,Successful,451.73,2026-02-21 14:22:00
PAY006771,O006771,C03920,UPI,Refunded,441.91,2026-03-16 22:05:00
PAY006772,O006772,C03013,Credit Card,Successful,250.44,2026-01-03 19:11:00
PAY006773,O006773,C03265,Wallet,Successful,274.69,2026-03-14 17:19:00
PAY006774,O006774,C01932,Credit Card,Successful,615.58,2026-04-25 20:10:00
PAY006775,O006775,C04243,UPI,Successful,1451.06,2026-03-28 13:24:00
PAY006776,O006776,C04502,Wallet,Successful,211.82,2026-04-13 08:15:00
PAY006777,O006777,C00183,Credit Card,Successful,466.19,2026-05-21 18:23:00
PAY006778,O006778,C03178,UPI,Successful,166.6,2026-06-30 17:17:00
PAY006779,O006779,C00236,Credit Card,Successful,143.82,2026-03-17 18:28:00
PAY006780,O006780,C00638,Credit Card,Successful,881.88,2026-01-31 23:10:00
PAY006781,O006781,C03006,UPI,Successful,2071.53,2026-06-27 10:03:00
PAY006782,O006782,C04275,UPI,Successful,149.63,2026-02-21 19:02:00
PAY006783,O006783,C02480,Credit Card,Successful,547.35,2026-02-17 07:00:00
PAY006784,O006784,C03473,UPI,Successful,1555.29,2026-06-07 09:26:00
PAY006785,O006785,C00525,UPI,Successful,915.87,2026-06-11 21:19:00
PAY006786,O006786,C02791,Credit Card,Successful,863.22,2026-03-02 20:05:00
PAY006787,O006787,C02371,Credit Card,Successful,514.82,2026-04-28 01:23:00
PAY006788,O006788,C01285,UPI,Successful,525.02,2026-05-05 20:25:00
PAY006789,O006789,C01636,Credit Card,Successful,313.49,2026-04-05 15:17:00
PAY006790,O006790,C01724,Wallet,Successful,481.73,2026-04-19 03:22:00
PAY006791,O006791,C02447,Credit Card,Refunded,637.0,2026-03-07 06:17:00
PAY006792,O006792,C04433,Debit Card,Successful,101.8,2026-05-09 06:17:00
PAY006793,O006793,C04215,UPI,Successful,234.72,2026-06-11 12:10:00
PAY006794,O006794,C01582,Credit Card,Successful,595.3,2026-06-06 19:28:00
PAY006795,O006795,C02461,UPI,Successful,305.31,2026-05-28 18:09:00
PAY006796,O006796,C00580,Wallet,Successful,252.72,2026-01-29 08:14:00
PAY006797,O006797,C03942,Cash,Successful,239.07,2026-05-19 02:11:00
PAY006798,O006798,C00196,UPI,Successful,176.05,2026-01-31 02:06:00
PAY006799,O006799,C00333,Credit Card,Successful,248.74,2026-05-25 07:04:00
PAY006800,O006800,C03092,Cash,Successful,1127.6,2026-02-28 17:18:00
PAY006801,O006801,C04719,UPI,Successful,1166.06,2026-01-25 19:17:00
PAY006802,O006802,C00658,Credit Card,Refunded,335.94,2026-05-12 18:15:00
PAY006803,O006803,C00704,Debit Card,Successful,543.7,2026-03-26 08:06:00
PAY006804,O006804,C04979,Credit Card,Successful,1000.64,2026-04-10 23:16:00
PAY006805,O006805,C01450,Wallet,Successful,655.74,2026-06-06 00:19:00
PAY006806,O006806,C01253,UPI,Successful,411.32,2026-03-08 08:10:00
PAY006807,O006807,C00524,Credit Card,Successful,93.33,2026-02-20 20:02:00
PAY006808,O006808,C02265,Wallet,Successful,533.19,2026-03-14 07:29:00
PAY006809,O006809,C02423,UPI,Successful,647.31,2026-04-25 18:00:00
PAY006810,O006810,C00036,UPI,Successful,335.2,2026-02-10 14:19:00
PAY006811,O006811,C00776,Credit Card,Successful,501.82,2026-05-24 19:08:00
PAY006812,O006812,C00028,Debit Card,Successful,660.38,2026-06-09 20:09:00
PAY006813,O006813,C00086,Credit Card,Successful,756.22,2026-06-14 19:03:00
PAY006814,O006814,C02236,UPI,Successful,1033.05,2026-04-22 15:18:00
PAY006815,O006815,C02353,UPI,Successful,981.33,2026-06-20 05:26:00
PAY006816,O006816,C03494,Wallet,Failed,0.0,2026-01-25 13:25:00
PAY006817,O006817,C04282,Debit Card,Failed,0.0,2026-04-12 10:21:00
PAY006818,O006818,C04654,UPI,Successful,134.93,2026-03-22 20:29:00
PAY006819,O006819,C02557,Cash,Successful,602.76,2026-06-27 18:02:00
PAY006820,O006820,C04313,Credit Card,Successful,874.26,2026-01-17 14:05:00
PAY006821,O006821,C00257,Wallet,Successful,875.9,2026-03-14 17:11:00
PAY006822,O006822,C03807,UPI,Successful,558.43,2026-01-30 22:28:00
PAY006823,O006823,C01448,UPI,Successful,204.05,2026-03-06 12:11:00
PAY006824,O006824,C04420,Wallet,Successful,857.77,2026-06-07 15:05:00
PAY006825,O006825,C02245,Credit Card,Successful,349.91,2026-02-10 18:05:00
PAY006826,O006826,C04600,Credit Card,Successful,126.67,2026-03-31 10:02:00
PAY006827,O006827,C03344,Credit Card,Successful,181.37,2026-02-07 08:15:00
PAY006828,O006828,C00694,Wallet,Successful,1467.93,2026-06-27 14:17:00
PAY006829,O006829,C02066,Debit Card,Successful,277.72,2026-01-14 21:22:00
PAY006830,O006830,C03601,UPI,Refunded,125.57,2026-06-03 20:14:00
PAY006831,O006831,C04221,Debit Card,Successful,326.22,2026-06-18 22:21:00
PAY006832,O006832,C00483,Wallet,Failed,0.0,2026-05-21 23:08:00
PAY006833,O006833,C03666,Cash,Successful,223.24,2026-03-08 19:08:00
PAY006834,O006834,C03076,Credit Card,Successful,105.99,2026-03-14 05:22:00
PAY006835,O006835,C02675,Debit Card,Successful,1746.56,2026-01-06 08:30:00
PAY006836,O006836,C02399,Cash,Successful,665.21,2026-02-05 12:07:00
PAY006837,O006837,C00351,Credit Card,Successful,604.59,2026-06-18 17:01:00
PAY006838,O006838,C00649,Credit Card,Successful,347.28,2026-05-12 18:08:00
PAY006839,O006839,C03871,Debit Card,Successful,1088.06,2026-04-10 23:26:00
PAY006840,O006840,C00228,Credit Card,Successful,214.9,2026-06-28 23:15:00
PAY006841,O006841,C02064,Credit Card,Successful,330.03,2026-05-18 14:28:00
PAY006842,O006842,C00425,Credit Card,Successful,147.45,2026-04-22 02:06:00
PAY006843,O006843,C02512,Credit Card,Successful,654.32,2026-04-04 21:14:00
PAY006844,O006844,C04820,UPI,Successful,954.45,2026-03-26 12:23:00
PAY006845,O006845,C01822,Credit Card,Successful,989.21,2026-06-05 05:10:00
PAY006846,O006846,C04890,Credit Card,Successful,109.31,2026-03-29 09:23:00
PAY006847,O006847,C04273,Debit Card,Successful,236.57,2026-03-21 04:30:00
PAY006848,O006848,C02591,Debit Card,Successful,598.29,2026-02-11 20:17:00
PAY006849,O006849,C02557,Wallet,Successful,619.14,2026-04-26 11:05:00
PAY006850,O006850,C01586,Credit Card,Successful,411.34,2026-01-06 12:04:00
PAY006851,O006851,C01679,Credit Card,Successful,318.02,2026-02-15 20:18:00
PAY006852,O006852,C04660,Credit Card,Refunded,333.18,2026-04-05 21:12:00
PAY006853,O006853,C02281,UPI,Successful,294.46,2026-02-26 02:30:00
PAY006854,O006854,C03750,Debit Card,Successful,130.64,2026-04-04 09:10:00
PAY006855,O006855,C02539,Cash,Successful,480.86,2026-02-12 23:20:00
PAY006856,O006856,C01017,UPI,Successful,939.19,2026-06-05 20:26:00
PAY006857,O006857,C00444,Credit Card,Successful,651.62,2026-01-21 02:27:00
PAY006858,O006858,C02068,UPI,Refunded,365.07,2026-02-09 18:21:00
PAY006859,O006859,C03683,Credit Card,Successful,696.87,2026-03-25 21:05:00
PAY006860,O006860,C03799,Cash,Successful,463.96,2026-03-21 16:04:00
PAY006861,O006861,C03628,UPI,Successful,682.57,2026-05-02 19:19:00
PAY006862,O006862,C00111,Cash,Successful,695.59,2026-05-09 06:14:00
PAY006863,O006863,C02535,Debit Card,Successful,956.87,2026-04-29 22:10:00
PAY006864,O006864,C00089,UPI,Successful,343.9,2026-04-26 12:27:00
PAY006865,O006865,C03391,Wallet,Successful,1373.73,2026-03-23 01:12:00
PAY006866,O006866,C01942,UPI,Failed,0.0,2026-03-22 18:10:00
PAY006867,O006867,C03311,UPI,Refunded,162.56,2026-01-17 08:11:00
PAY006868,O006868,C00072,UPI,Successful,350.24,2026-01-01 16:10:00
PAY006869,O006869,C00822,Credit Card,Successful,214.28,2026-06-04 21:19:00
PAY006870,O006870,C03471,Cash,Successful,1026.94,2026-01-03 03:22:00
PAY006871,O006871,C00816,Wallet,Successful,785.47,2026-06-14 04:06:00
PAY006872,O006872,C00404,Credit Card,Successful,172.76,2026-02-07 21:12:00
PAY006873,O006873,C01699,Debit Card,Successful,679.35,2026-04-12 12:24:00
PAY006874,O006874,C04347,Debit Card,Successful,804.37,2026-06-18 19:10:00
PAY006875,O006875,C02917,UPI,Successful,722.66,2026-03-10 23:15:00
PAY006876,O006876,C02043,UPI,Successful,1647.97,2026-05-26 18:16:00
PAY006877,O006877,C01954,Credit Card,Successful,258.61,2026-04-15 20:15:00
PAY006878,O006878,C04964,Credit Card,Successful,245.96,2026-03-20 02:11:00
PAY006879,O006879,C03294,Cash,Successful,1299.6,2026-01-30 10:21:00
PAY006880,O006880,C03703,UPI,Successful,793.93,2026-01-31 21:25:00
PAY006881,O006881,C03254,UPI,Successful,318.99,2026-02-26 13:16:00
PAY006882,O006882,C04992,Wallet,Successful,547.81,2026-06-12 11:13:00
PAY006883,O006883,C03802,Debit Card,Successful,211.06,2026-02-03 07:21:00
PAY006884,O006884,C00256,Credit Card,Successful,731.54,2026-05-23 06:21:00
PAY006885,O006885,C01932,Credit Card,Successful,698.19,2026-01-20 18:00:00
PAY006886,O006886,C01112,Credit Card,Successful,1365.93,2026-05-28 11:20:00
PAY006887,O006887,C00873,Debit Card,Successful,602.19,2026-01-13 11:02:00
PAY006888,O006888,C04588,Wallet,Successful,764.67,2026-02-10 02:18:00
PAY006889,O006889,C01562,Credit Card,Successful,130.02,2026-02-11 20:20:00
PAY006890,O006890,C04729,UPI,Successful,494.56,2026-05-30 12:14:00
PAY006891,O006891,C04458,UPI,Failed,0.0,2026-04-17 17:23:00
PAY006892,O006892,C00894,UPI,Successful,567.61,2026-04-26 12:07:00
PAY006893,O006893,C02685,Credit Card,Successful,382.65,2026-05-29 18:09:00
PAY006894,O006894,C01247,Debit Card,Successful,340.75,2026-05-18 21:29:00
PAY006895,O006895,C00747,UPI,Successful,620.09,2026-01-03 23:05:00
PAY006896,O006896,C04054,UPI,Successful,683.63,2026-02-27 14:13:00
PAY006897,O006897,C04086,Cash,Failed,0.0,2026-02-21 18:23:00
PAY006898,O006898,C01007,UPI,Successful,134.06,2026-05-25 14:23:00
PAY006899,O006899,C02741,Credit Card,Successful,308.83,2026-01-03 00:08:00
PAY006900,O006900,C04311,Debit Card,Failed,0.0,2026-01-04 02:03:00
PAY006901,O006901,C04323,Wallet,Successful,376.56,2026-02-06 11:17:00
PAY006902,O006902,C00891,UPI,Successful,217.13,2026-02-12 02:09:00
PAY006903,O006903,C02492,Credit Card,Successful,261.5,2026-01-31 07:18:00
PAY006904,O006904,C02877,UPI,Failed,0.0,2026-01-16 20:19:00
PAY006905,O006905,C01632,UPI,Successful,670.93,2026-04-30 20:22:00
PAY006906,O006906,C03704,Credit Card,Successful,80.97,2026-01-29 19:24:00
PAY006907,O006907,C02027,Debit Card,Successful,528.14,2026-04-26 03:19:00
PAY006908,O006908,C04108,Wallet,Successful,1014.83,2026-03-24 22:22:00
PAY006909,O006909,C03323,Wallet,Successful,210.97,2026-06-05 22:28:00
PAY006910,O006910,C00742,UPI,Refunded,858.34,2026-02-18 19:04:00
PAY006911,O006911,C03009,Wallet,Failed,0.0,2026-06-28 12:22:00
PAY006912,O006912,C01977,Credit Card,Successful,338.19,2026-04-11 18:13:00
PAY006913,O006913,C03663,Cash,Failed,0.0,2026-06-24 22:19:00
PAY006914,O006914,C03801,UPI,Successful,233.12,2026-04-28 14:27:00
PAY006915,O006915,C03572,UPI,Successful,1309.92,2026-02-13 11:26:00
PAY006916,O006916,C02912,Cash,Failed,0.0,2026-02-24 06:25:00
PAY006917,O006917,C03085,Credit Card,Successful,92.81,2026-01-29 20:10:00
PAY006918,O006918,C00774,UPI,Successful,510.23,2026-03-19 11:24:00
PAY006919,O006919,C02145,Credit Card,Successful,1106.96,2026-03-01 12:03:00
PAY006920,O006920,C00993,UPI,Refunded,232.08,2026-02-15 07:10:00
PAY006921,O006921,C01839,Wallet,Successful,632.92,2026-02-06 15:27:00
PAY006922,O006922,C03814,Credit Card,Successful,830.13,2026-06-01 02:29:00
PAY006923,O006923,C04908,Wallet,Successful,373.81,2026-06-01 19:13:00
PAY006924,O006924,C03322,Credit Card,Successful,773.75,2026-04-09 07:12:00
PAY006925,O006925,C03843,UPI,Successful,1029.9,2026-04-20 16:29:00
PAY006926,O006926,C03254,Wallet,Successful,717.86,2026-03-17 22:11:00
PAY006927,O006927,C01876,Debit Card,Successful,742.37,2026-04-24 18:07:00
PAY006928,O006928,C03238,Debit Card,Successful,520.8,2026-05-23 19:22:00
PAY006929,O006929,C00004,Credit Card,Successful,547.9,2026-03-30 12:05:00
PAY006930,O006930,C00165,Credit Card,Successful,185.7,2026-05-24 07:21:00
PAY006931,O006931,C04440,Credit Card,Successful,450.64,2026-06-11 20:16:00
PAY006932,O006932,C01898,Cash,Successful,914.41,2026-06-29 00:21:00
PAY006933,O006933,C03241,Wallet,Successful,450.72,2026-06-24 18:16:00
PAY006934,O006934,C02568,Cash,Successful,551.24,2026-02-14 23:12:00
PAY006935,O006935,C03508,UPI,Successful,629.72,2026-04-21 14:06:00
PAY006936,O006936,C02560,UPI,Successful,227.12,2026-03-06 21:30:00
PAY006937,O006937,C01339,Credit Card,Successful,520.5,2026-05-07 21:11:00
PAY006938,O006938,C04638,Debit Card,Successful,480.96,2026-02-06 12:29:00
PAY006939,O006939,C00613,Credit Card,Successful,715.86,2026-02-20 11:27:00
PAY006940,O006940,C04996,Credit Card,Successful,161.59,2026-06-25 19:10:00
PAY006941,O006941,C01885,UPI,Successful,140.24,2026-04-20 18:06:00
PAY006942,O006942,C04025,Cash,Successful,1915.8,2026-02-06 13:04:00
PAY006943,O006943,C03135,Debit Card,Successful,847.59,2026-03-13 13:03:00
PAY006944,O006944,C01056,Credit Card,Successful,296.57,2026-03-07 01:23:00
PAY006945,O006945,C01623,UPI,Successful,281.62,2026-02-12 01:13:00
PAY006946,O006946,C03283,Cash,Successful,536.46,2026-01-11 15:28:00
PAY006947,O006947,C02611,Debit Card,Successful,680.81,2026-06-27 14:12:00
PAY006948,O006948,C03070,UPI,Successful,615.48,2026-03-08 22:26:00
PAY006949,O006949,C01256,UPI,Successful,97.38,2026-04-09 23:01:00
PAY006950,O006950,C02661,UPI,Successful,695.0,2026-03-15 03:26:00
PAY006951,O006951,C04225,Wallet,Successful,535.1,2026-05-09 16:14:00
PAY006952,O006952,C01043,Wallet,Successful,213.88,2026-05-16 12:26:00
PAY006953,O006953,C04453,Wallet,Successful,538.71,2026-06-13 06:20:00
PAY006954,O006954,C01443,Debit Card,Successful,764.45,2026-02-28 05:09:00
PAY006955,O006955,C03678,Cash,Successful,497.99,2026-06-27 18:28:00
PAY006956,O006956,C04177,UPI,Successful,308.02,2026-05-24 23:18:00
PAY006957,O006957,C03687,Credit Card,Successful,1027.61,2026-02-04 13:23:00
PAY006958,O006958,C01905,Wallet,Successful,225.2,2026-04-02 00:30:00
PAY006959,O006959,C02714,UPI,Successful,892.54,2026-03-03 16:24:00
