customer_id,total_orders,avg_order_value,total_spending,weekend_orders,late_night_orders,ordering_frequency,avg_rating_given
C01282,8,673.91125,5391.29,0,4,2.0,3.75
C01283,4,639.665,2558.66,1,0,1.3333333333333333,5.0
C01284,4,524.87,2099.48,3,2,1.3333333333333333,3.5
C01285,13,595.5330769230769,7741.93,5,3,2.6,4.25
C01286,4,412.035,1648.14,2,1,2.0,4.0
C01287,14,471.3257142857143,6598.56,4,4,2.3333333333333335,3.5555555555555554
C01288,11,334.4654545454545,3679.12,6,1,1.8333333333333333,3.4285714285714284
C01289,8,551.4825,4411.86,4,4,2.0,3.25
C01290,8,492.93625,3943.49,5,1,2.0,3.4
C01291,7,385.16285714285715,2696.14,3,1,1.4,3.8333333333333335
C01292,6,667.465,4004.7900000000004,0,1,1.5,3.6
C01293,7,595.6542857142857,4169.58,1,2,1.4,2.5
C01294,4,654.4325,2617.73,1,2,1.3333333333333333,5.0
C01295,11,590.7745454545454,6498.5199999999995,4,3,2.2,3.625
C01296,10,473.18500000000006,4731.85,4,1,2.0,3.7777777777777777
C01297,12,469.70166666666665,5636.42,5,3,2.0,4.555555555555555
C01298,4,569.8575,2279.43,4,1,1.3333333333333333,4.0
C01299,10,622.685,6226.849999999999,5,2,2.0,3.2857142857142856
C01300,15,626.8393333333333,9402.59,4,1,3.0,2.8333333333333335
C01301,6,582.2616666666667,3493.57,3,2,1.5,4.0
C01302,8,393.06875,3144.55,3,2,2.6666666666666665,4.5
C01303,12,630.5958333333334,7567.150000000001,3,5,2.0,4.25
C01304,6,743.3816666666667,4460.29,2,0,1.2,3.6666666666666665
C01305,8,845.21,6761.68,2,2,1.6,4.333333333333333
C01306,7,581.3100000000001,4069.17,0,3,2.3333333333333335,3.0
C01307,5,433.75,2168.75,1,0,1.0,4.8
C01308,14,730.1057142857143,10221.48,7,3,2.8,3.4285714285714284
C01309,11,450.78545454545457,4958.64,4,1,2.2,4.0
C01310,10,532.177,5321.77,5,4,1.6666666666666667,3.857142857142857
C01311,9,567.21,5104.89,4,1,2.25,2.625
C01312,10,843.982,8439.82,4,4,1.6666666666666667,4.5
C01313,14,710.0921428571429,9941.29,3,6,2.3333333333333335,4.0
C01314,9,417.8122222222222,3760.31,3,2,1.5,4.142857142857143
C01315,6,330.25166666666667,1981.51,0,1,2.0,3.6666666666666665
C01316,13,530.5938461538461,6897.72,5,3,2.1666666666666665,4.333333333333333
C01317,11,635.8681818181818,6994.55,6,1,2.2,4.6
C01318,8,690.4125,5523.3,2,3,2.6666666666666665,3.5
C01319,10,322.258,3222.58,4,4,2.0,4.25
C01320,6,661.1166666666667,3966.7,2,1,1.2,3.5
C01321,16,670.930625,10734.89,4,5,2.6666666666666665,3.5
C01322,9,573.7266666666667,5163.54,5,1,1.8,4.285714285714286
C01323,4,423.615,1694.46,3,1,1.0,2.5
C01324,11,487.7327272727273,5365.06,3,2,2.2,3.1666666666666665
C01325,8,736.25625,5890.05,3,3,2.0,3.6
C01326,5,353.794,1768.9699999999998,4,1,1.25,4.25
C01327,6,468.72166666666664,2812.33,2,0,1.2,3.6
C01328,7,538.2042857142858,3767.4300000000003,4,0,1.4,4.6
C01329,11,940.9009090909091,10349.91,7,2,1.8333333333333333,4.0
C01330,10,661.086,6610.860000000001,5,1,2.5,3.2
C01331,13,469.8553846153846,6108.12,6,4,2.6,3.6666666666666665
C01332,9,535.6544444444444,4820.889999999999,1,5,1.8,4.333333333333333
C01333,7,370.08714285714285,2590.61,3,2,1.75,4.0
C01334,9,543.3011111111111,4889.71,3,4,1.8,3.0
C01335,8,681.34125,5450.73,2,1,1.6,3.75
C01336,8,490.46375,3923.71,1,1,1.6,3.8333333333333335
C01337,9,541.4788888888888,4873.3099999999995,0,1,1.8,4.0
C01338,6,572.88,3437.2799999999997,4,1,1.2,4.2
C01339,13,578.3984615384616,7519.18,4,4,2.1666666666666665,4.6
C01340,5,328.938,1644.69,0,1,1.25,4.0
C01341,11,546.6209090909091,6012.83,4,5,2.2,4.4
C01342,12,591.8666666666667,7102.4,7,5,2.0,3.9
C01343,11,485.5690909090909,5341.26,2,3,2.2,3.3333333333333335
C01344,11,665.9409090909091,7325.35,3,5,1.8333333333333333,3.875
C01345,9,565.6677777777778,5091.01,6,2,3.0,3.857142857142857
C01346,12,422.81333333333333,5073.76,5,4,2.0,4.333333333333333
C01347,5,514.848,2574.24,2,1,1.25,3.6666666666666665
C01348,13,443.02384615384614,5759.3099999999995,5,5,2.1666666666666665,4.0
C01349,10,392.093,3920.9300000000003,5,2,1.6666666666666667,3.7
C01350,6,621.145,3726.87,2,1,1.5,3.75
C01351,14,666.0192857142857,9324.27,5,2,2.3333333333333335,3.375
C01352,13,586.4430769230769,7623.76,3,4,2.1666666666666665,2.8333333333333335
C01353,7,675.0571428571428,4725.4,3,2,2.3333333333333335,2.25
C01354,14,543.11,7603.54,6,6,3.5,3.625
C01355,10,540.66,5406.599999999999,3,4,2.0,3.8
C01356,6,713.4766666666666,4280.86,1,0,1.2,3.6
C01357,10,441.625,4416.25,4,1,2.0,4.6
C01358,8,618.74,4949.92,2,2,1.6,3.75
C01359,9,931.4722222222222,8383.25,5,3,2.25,4.428571428571429
C01360,13,442.5353846153846,5752.96,3,6,2.6,3.5714285714285716
C01361,16,583.47625,9335.62,8,3,2.6666666666666665,3.9166666666666665
C01362,7,398.63571428571424,2790.45,2,1,1.4,3.3333333333333335
C01363,7,575.1428571428571,4026.0,1,0,1.1666666666666667,4.75
C01364,7,653.5371428571428,4574.76,4,1,2.3333333333333335,4.4
C01365,8,685.1524999999999,5481.219999999999,5,1,2.0,3.0
C01366,11,641.6481818181818,7058.13,4,1,2.2,4.333333333333333
C01367,10,519.5310000000001,5195.31,4,2,2.0,3.857142857142857
C01368,14,495.3542857142857,6934.96,6,4,2.3333333333333335,3.6
C01369,6,559.1716666666666,3355.0299999999997,2,1,1.5,4.2
C01370,8,489.34125,3914.73,3,1,1.6,4.25
C01371,7,509.2942857142857,3565.06,1,1,1.4,3.75
C01372,15,576.91,8653.65,4,2,2.5,3.909090909090909
C01373,4,269.47,1077.88,2,1,1.0,3.0
C01374,8,608.4675,4867.74,3,2,1.6,4.2
C01375,5,575.4060000000001,2877.03,4,1,1.25,4.5
C01376,12,594.37,7132.44,4,1,2.4,3.5
C01377,6,378.5516666666667,2271.31,2,5,1.2,4.0
C01378,10,557.3140000000001,5573.14,2,3,2.5,3.7142857142857144
C01379,6,559.9266666666666,3359.56,1,0,1.0,3.3333333333333335
C01380,9,373.12,3358.08,3,2,2.25,3.8
C01381,8,411.365,3290.92,2,0,1.6,3.5
C01382,9,703.0244444444445,6327.22,1,1,1.5,4.25
C01383,11,682.4145454545455,7506.56,2,2,1.8333333333333333,3.888888888888889
C01384,11,797.4527272727272,8771.98,5,4,1.8333333333333333,4.0
C01385,8,397.3225,3178.58,4,5,2.0,3.75
C01386,7,591.4,4139.8,2,3,1.4,4.25
C01387,8,662.68,5301.44,4,3,1.6,4.0
C01388,10,651.958,6519.58,5,3,1.6666666666666667,3.8333333333333335
C01389,10,578.841,5788.41,2,2,2.0,3.2
C01390,4,400.8675,1603.47,3,1,1.3333333333333333,4.75
C01391,8,720.3075,5762.46,2,1,1.3333333333333333,3.8333333333333335
C01392,6,516.3083333333333,3097.85,0,3,1.2,3.6666666666666665
C01393,14,629.5264285714286,8813.37,3,2,2.8,4.333333333333333
C01394,14,545.5728571428572,7638.02,5,4,2.3333333333333335,4.222222222222222
C01395,10,479.93199999999996,4799.32,3,3,2.5,4.142857142857143
C01396,7,315.06857142857143,2205.48,2,2,1.1666666666666667,3.5
C01397,12,613.4766666666667,7361.72,3,0,2.0,4.333333333333333
C01398,13,463.7838461538462,6029.1900000000005,4,3,2.1666666666666665,3.75
C01399,5,503.924,2519.62,1,1,1.25,4.0
C01400,9,548.0444444444444,4932.4,6,3,1.8,2.857142857142857
C01401,14,615.755,8620.57,7,4,2.8,3.272727272727273
C01402,14,812.5500000000001,11375.7,4,5,2.3333333333333335,3.909090909090909
C01403,5,462.258,2311.29,3,1,1.6666666666666667,4.666666666666667
C01404,12,455.4166666666667,5465.0,6,5,2.0,4.0
C01405,4,393.375,1573.5,2,0,1.3333333333333333,4.333333333333333
C01406,17,458.44470588235293,7793.5599999999995,7,6,2.8333333333333335,3.0
C01407,5,449.53000000000003,2247.65,2,1,1.25,3.2
C01408,3,508.3,1524.9,3,0,1.5,4.0
C01409,10,763.612,7636.12,2,2,1.6666666666666667,4.25
C01410,13,393.88846153846157,5120.55,4,4,3.25,3.4444444444444446
C01411,8,587.96375,4703.71,3,1,1.6,4.2
C01412,7,523.3971428571429,3663.7799999999997,1,1,1.75,4.0
C01413,7,1097.69,7683.83,3,2,1.4,4.166666666666667
C01414,9,689.75,6207.75,1,0,1.8,3.5
C01415,6,611.5883333333334,3669.53,1,2,3.0,2.0
C01416,8,491.1625,3929.3,5,2,1.6,3.75
C01417,7,1034.1057142857142,7238.74,1,2,1.75,3.5
C01418,15,516.424,7746.36,2,3,3.0,3.9
C01419,13,706.8953846153846,9189.64,1,3,2.1666666666666665,4.625
C01420,10,434.59499999999997,4345.95,4,2,2.0,3.7
C01421,8,615.5875,4924.7,2,1,2.0,3.75
C01422,4,608.75,2435.0,1,2,1.3333333333333333,3.6666666666666665
C01423,11,685.3636363636364,7539.0,4,5,1.8333333333333333,3.7777777777777777
C01424,11,520.2190909090909,5722.41,2,5,1.8333333333333333,4.222222222222222
C01425,4,792.39,3169.56,1,0,1.3333333333333333,4.666666666666667
C01426,10,715.3199999999999,7153.2,4,3,2.0,4.4
C01427,7,609.2457142857144,4264.72,4,3,1.4,4.2
C01428,10,501.418,5014.18,4,2,2.5,3.3333333333333335
C01429,8,473.615,3788.92,2,0,2.6666666666666665,3.6666666666666665
C01430,10,539.7529999999999,5397.53,3,1,2.0,3.6666666666666665
C01431,6,647.2033333333334,3883.2200000000003,3,2,1.5,3.25
C01432,9,520.86,4687.74,4,3,2.25,3.5
C01433,12,374.14166666666665,4489.7,4,4,2.4,2.8
C01434,14,373.9792857142857,5235.71,6,2,2.3333333333333335,4.333333333333333
C01435,10,709.522,7095.22,4,1,2.5,2.8333333333333335
C01436,4,584.4775,2337.91,2,1,1.0,1.0
C01437,11,417.6763636363636,4594.44,7,3,1.8333333333333333,2.8
C01438,13,578.5961538461538,7521.75,6,2,2.1666666666666665,3.8333333333333335
C01439,8,420.08,3360.64,3,1,1.3333333333333333,4.333333333333333
C01440,13,546.4769230769231,7104.2,3,3,2.1666666666666665,3.7777777777777777
C01441,9,639.7155555555556,5757.4400000000005,3,3,2.25,3.6666666666666665
C01442,10,531.495,5314.95,5,1,1.6666666666666667,4.2
C01443,9,493.3688888888889,4440.32,3,3,1.5,3.5714285714285716
C01444,5,530.644,2653.22,3,0,1.6666666666666667,3.2
C01445,11,507.8736363636364,5586.610000000001,4,3,1.8333333333333333,3.6666666666666665
C01446,12,326.12166666666667,3913.46,9,3,2.0,4.333333333333333
C01447,15,706.4506666666667,10596.76,4,3,3.0,3.5454545454545454
C01448,5,693.762,3468.81,1,0,1.25,2.6666666666666665
C01449,9,651.9977777777777,5867.98,2,0,1.5,4.2
C01450,14,619.7235714285714,8676.13,4,2,2.8,3.9
C01451,11,412.24818181818176,4534.73,3,1,2.75,3.625
C01452,9,492.3455555555555,4431.11,1,2,1.8,3.8333333333333335
C01453,8,661.69,5293.52,3,2,2.0,3.4
C01454,9,711.9444444444445,6407.5,6,3,1.8,3.6666666666666665
C01455,11,565.3636363636364,6219.0,5,4,2.2,4.0
C01456,9,833.2900000000001,7499.610000000001,5,2,1.8,4.4
C01457,11,573.3381818181819,6306.72,6,4,2.2,3.6666666666666665
C01458,10,426.32699999999994,4263.2699999999995,1,0,1.6666666666666667,3.5
C01459,6,584.0583333333333,3504.35,1,1,2.0,4.0
C01460,13,580.8192307692308,7550.65,2,3,2.6,3.9
C01461,12,422.55333333333334,5070.64,5,1,2.0,3.875
C01462,11,742.0881818181819,8162.97,4,5,1.8333333333333333,3.3333333333333335
C01463,8,555.16375,4441.31,4,3,1.6,4.0
C01464,11,473.06545454545454,5203.72,8,4,2.2,3.875
C01465,9,801.74,7215.66,4,2,2.25,3.2857142857142856
C01466,13,686.6215384615384,8926.08,3,2,2.6,4.25
C01467,8,581.235,4649.88,5,3,2.6666666666666665,4.0
C01468,7,337.17285714285714,2360.21,4,2,1.75,4.0
C01469,13,620.4546153846154,8065.91,5,2,2.1666666666666665,3.875
C01470,5,474.184,2370.92,1,0,1.25,4.0
C01471,9,562.1322222222223,5059.1900000000005,4,2,1.8,3.5
C01472,16,396.50875,6344.14,8,3,3.2,4.0
C01473,6,900.3883333333333,5402.33,5,1,1.5,4.25
C01474,6,733.0633333333334,4398.38,3,1,1.5,4.25
C01475,6,871.5133333333333,5229.08,3,1,2.0,4.4
C01476,10,626.359,6263.59,2,2,2.5,3.7777777777777777
C01477,11,695.3672727272727,7649.04,5,2,2.2,3.857142857142857
C01478,3,658.59,1975.77,1,0,1.0,5.0
C01479,11,527.8572727272727,5806.43,5,4,2.2,4.625
C01480,15,595.3633333333333,8930.45,8,5,3.0,3.4166666666666665
C01481,8,446.5275,3572.22,4,2,2.0,3.5
C01482,7,560.2028571428572,3921.42,5,3,1.75,4.0
C01483,16,575.800625,9212.81,3,4,2.6666666666666665,3.3333333333333335
C01484,6,828.3383333333333,4970.03,2,1,1.2,4.0
C01485,8,464.7325,3717.86,2,1,2.6666666666666665,3.3333333333333335
C01486,11,613.74,6751.14,3,4,1.8333333333333333,4.571428571428571
C01487,10,629.87,6298.7,7,1,2.0,4.285714285714286
C01488,8,612.96625,4903.73,2,1,2.0,2.5
C01489,9,597.6388888888889,5378.75,3,1,2.25,2.75
C01490,10,460.78499999999997,4607.849999999999,5,2,2.5,4.125
C01491,9,389.1044444444444,3501.94,3,2,1.8,3.3333333333333335
C01492,6,393.415,2360.4900000000002,2,1,2.0,4.0
C01493,8,548.1725,4385.38,3,2,2.0,4.5
C01494,11,426.8972727272727,4695.87,6,6,2.2,3.25
C01495,11,523.5354545454545,5758.889999999999,4,2,2.2,3.7142857142857144
C01496,8,344.26875,2754.15,3,3,1.6,4.285714285714286
C01497,10,465.855,4658.55,2,3,2.5,3.0
C01498,11,632.5863636363637,6958.45,2,1,1.8333333333333333,3.4
C01499,7,437.17857142857144,3060.25,3,1,1.4,3.6
C01500,10,576.9190000000001,5769.1900000000005,6,3,2.5,3.625
C01501,10,377.02200000000005,3770.2200000000003,5,2,2.0,3.1666666666666665
C01502,10,673.483,6734.83,3,1,2.5,3.142857142857143
C01503,7,677.1357142857142,4739.95,1,4,1.4,3.3333333333333335
C01504,5,549.278,2746.39,2,2,1.25,5.0
C01505,4,363.65999999999997,1454.6399999999999,3,0,1.3333333333333333,4.0
C01506,9,655.2411111111111,5897.17,2,2,1.5,3.8333333333333335
C01507,9,504.3088888888889,4538.78,3,1,3.0,4.333333333333333
C01508,7,514.5528571428571,3601.87,3,1,2.3333333333333335,3.6666666666666665
C01509,11,593.6009090909091,6529.61,3,2,1.8333333333333333,4.111111111111111
C01510,13,518.1630769230769,6736.12,2,3,2.6,3.7142857142857144
C01511,11,387.24,4259.64,3,1,1.8333333333333333,4.0
C01512,7,995.5471428571428,6968.83,1,4,1.4,3.6
C01513,13,677.1892307692307,8803.46,5,2,2.1666666666666665,2.888888888888889
C01514,5,561.7239999999999,2808.62,3,2,1.25,3.75
C01515,9,469.80222222222227,4228.22,2,1,1.8,3.75
C01516,13,567.7969230769231,7381.360000000001,7,3,2.1666666666666665,3.375
C01517,8,572.9625,4583.7,1,0,2.0,4.2
C01518,7,824.9171428571428,5774.42,2,1,2.3333333333333335,3.8
C01519,7,541.3914285714285,3789.74,1,1,1.4,4.0
C01520,4,358.3125,1433.25,2,0,1.3333333333333333,4.0
C01521,4,528.4525,2113.81,2,0,1.0,4.5
C01522,12,648.7341666666667,7784.81,4,3,2.4,4.285714285714286
C01523,9,516.6877777777778,4650.1900000000005,1,2,1.8,3.75
C01524,10,584.428,5844.28,5,1,2.0,3.5
C01525,6,376.56333333333333,2259.38,3,1,1.5,4.5
C01526,9,498.37888888888887,4485.41,3,2,2.25,4.428571428571429
C01527,13,678.353076923077,8818.59,5,1,2.6,3.7777777777777777
C01528,8,440.33875,3522.71,0,1,2.6666666666666665,2.8
C01529,7,621.0728571428572,4347.51,2,0,1.75,3.0
C01530,9,611.2455555555556,5501.21,6,1,3.0,3.8
C01531,8,574.325,4594.6,3,3,1.6,3.6666666666666665
C01532,15,493.988,7409.82,6,3,2.5,4.083333333333333
C01533,10,589.702,5897.0199999999995,7,2,2.0,3.857142857142857
C01534,10,442.697,4426.97,7,1,2.0,3.2
C01535,10,595.8969999999999,5958.969999999999,5,2,2.0,3.5714285714285716
C01536,13,520.6561538461539,6768.53,5,2,3.25,4.4
C01537,5,753.462,3767.31,3,1,1.6666666666666667,4.333333333333333
C01538,11,760.0618181818182,8360.68,3,3,1.8333333333333333,2.857142857142857
C01539,11,506.8736363636363,5575.61,8,1,1.8333333333333333,4.5
C01540,3,459.03000000000003,1377.0900000000001,1,1,1.5,4.666666666666667
C01541,12,658.0208333333334,7896.25,5,3,2.4,3.4
C01542,8,412.14875,3297.19,3,1,1.6,4.666666666666667
C01543,11,397.14909090909094,4368.64,2,3,1.8333333333333333,4.142857142857143
C01544,8,448.04125,3584.33,3,1,1.6,4.714285714285714
C01545,9,789.5544444444445,7105.99,1,1,2.25,4.0
C01546,13,632.2969230769231,8219.86,7,1,2.1666666666666665,3.0
C01547,9,553.7744444444445,4983.97,4,1,1.8,4.6
C01548,18,511.37777777777774,9204.8,8,7,3.6,3.8461538461538463
C01549,8,706.37625,5651.01,1,4,2.0,4.5
C01550,8,551.8175,4414.54,4,1,1.6,4.333333333333333
C01551,11,758.7090909090908,8345.8,3,2,1.8333333333333333,4.0
C01552,11,529.2099999999999,5821.3099999999995,3,0,1.8333333333333333,4.0
C01553,11,586.8872727272727,6455.76,4,4,1.8333333333333333,3.9
C01554,12,468.7908333333333,5625.49,5,2,2.4,3.0
C01555,6,460.7966666666666,2764.7799999999997,3,2,1.5,4.333333333333333
C01556,13,527.2099999999999,6853.73,3,6,2.1666666666666665,3.0
C01557,10,493.559,4935.59,3,3,2.5,4.125
C01558,8,400.685,3205.48,5,2,1.6,3.6666666666666665
C01559,12,725.6433333333333,8707.72,6,4,2.0,3.375
C01560,11,461.8363636363636,5080.2,5,3,2.2,3.888888888888889
C01561,8,684.13375,5473.07,3,2,2.0,3.7142857142857144
C01562,8,654.28125,5234.25,3,1,1.6,3.7142857142857144
C01563,9,561.8655555555556,5056.79,7,2,1.5,4.0
C01564,4,825.84,3303.36,2,0,1.3333333333333333,4.0
C01565,8,619.9075,4959.26,4,2,1.6,3.8333333333333335
C01566,16,568.33625,9093.38,10,5,2.6666666666666665,4.25
C01567,7,602.1071428571429,4214.75,1,4,1.75,4.0
C01568,13,543.4938461538461,7065.42,4,2,2.1666666666666665,3.5555555555555554
C01569,8,447.55,3580.4,2,2,1.6,3.25
C01570,11,623.1954545454545,6855.15,5,1,2.2,4.6
C01571,6,603.945,3623.67,4,2,2.0,3.5
C01572,7,800.7228571428572,5605.06,0,0,1.75,4.666666666666667
C01573,7,504.7542857142857,3533.2799999999997,3,1,1.75,4.8
C01574,9,482.5822222222222,4343.24,5,2,1.8,3.2857142857142856
C01575,9,522.8433333333334,4705.59,2,1,1.8,4.5
C01576,8,555.2025,4441.62,3,3,4.0,4.666666666666667
C01577,11,692.9145454545454,7622.0599999999995,5,5,1.8333333333333333,4.0
C01578,7,692.342857142857,4846.4,3,1,1.1666666666666667,3.6
C01579,12,779.9558333333333,9359.47,4,1,2.0,3.4444444444444446
C01580,9,578.1122222222223,5203.01,2,3,2.25,4.5
C01581,5,574.574,2872.87,1,1,1.25,4.0
C01582,8,669.34875,5354.79,7,0,1.6,3.8
C01583,10,514.793,5147.93,5,2,2.0,3.5
C01584,6,482.33,2893.98,1,4,1.5,4.25
C01585,10,492.162,4921.62,3,2,1.6666666666666667,4.428571428571429
C01586,5,532.742,2663.71,0,1,1.6666666666666667,4.25
C01587,16,679.01625,10864.26,5,3,2.6666666666666665,4.5
C01588,11,649.420909090909,7143.63,1,2,1.8333333333333333,3.75
C01589,8,532.0025,4256.02,2,2,2.0,4.4
C01590,7,512.3071428571428,3586.15,2,4,1.4,3.3333333333333335
C01591,10,450.58600000000007,4505.860000000001,5,2,2.0,3.6
C01592,9,591.5266666666666,5323.74,3,2,2.25,4.666666666666667
C01593,5,383.91999999999996,1919.6,0,1,1.25,3.0
C01594,9,537.1633333333334,4834.47,2,3,1.5,4.75
C01595,6,361.69,2170.14,3,4,1.5,4.2
C01596,10,530.7629999999999,5307.629999999999,3,1,2.0,4.0
C01597,11,610.7827272727272,6718.61,4,2,1.8333333333333333,4.25
C01598,8,661.7675,5294.14,3,1,1.6,3.2
C01599,13,515.5807692307692,6702.55,9,5,2.1666666666666665,3.857142857142857
C01600,9,703.9066666666666,6335.16,7,1,3.0,4.0
C01601,11,719.4709090909091,7914.18,4,2,2.2,3.5714285714285716
C01602,9,467.50111111111113,4207.51,5,3,1.8,3.1666666666666665
C01603,6,771.77,4630.62,2,0,2.0,4.0
C01604,5,600.804,3004.02,1,1,1.25,4.0
C01605,12,566.51,6798.12,3,4,2.4,3.1666666666666665
C01606,13,503.8023076923077,6549.43,2,2,2.1666666666666665,4.0
C01607,6,462.99666666666667,2777.98,2,1,1.5,4.0
C01608,4,519.25,2077.0,1,0,1.3333333333333333,4.0
C01609,12,562.9025,6754.83,3,2,2.4,3.875
C01610,6,439.18333333333334,2635.1,6,2,2.0,3.5
C01611,13,622.3046153846154,8089.96,9,2,2.1666666666666665,3.4
C01612,12,373.58916666666664,4483.07,6,5,3.0,4.428571428571429
C01613,12,681.8683333333333,8182.42,4,3,3.0,3.8
C01614,12,731.3691666666667,8776.43,6,2,2.0,4.1
C01615,7,256.94142857142856,1798.59,3,3,1.4,4.4
C01616,12,656.8275,7881.93,5,3,3.0,3.857142857142857
C01617,14,508.34142857142854,7116.78,7,6,2.3333333333333335,3.9
C01618,13,631.4646153846153,8209.039999999999,6,1,2.6,4.333333333333333
C01619,10,501.633,5016.33,2,3,2.0,4.0
C01620,13,570.2715384615384,7413.53,5,1,2.1666666666666665,3.6666666666666665
C01621,13,622.9807692307693,8098.75,4,2,3.25,4.375
C01622,11,799.549090909091,8795.04,6,4,2.2,3.7142857142857144
C01623,9,545.46,4909.14,2,4,1.5,4.4
C01624,9,575.9544444444444,5183.59,2,1,1.8,3.6
C01625,9,591.96,5327.64,4,2,1.8,3.0
C01626,7,641.0957142857143,4487.67,4,2,1.4,4.75
C01627,10,533.207,5332.07,4,1,2.0,4.2
C01628,12,668.8491666666667,8026.1900000000005,6,2,3.0,4.0
C01629,4,638.73,2554.92,2,2,1.0,4.0
C01630,14,590.2421428571428,8263.39,4,6,2.8,4.25
C01631,7,456.8085714285714,3197.66,3,0,1.4,4.666666666666667
C01632,6,358.90333333333336,2153.42,3,0,1.5,3.2
C01633,5,494.33599999999996,2471.68,2,0,1.6666666666666667,4.75
C01634,7,429.05285714285714,3003.37,1,1,1.4,4.0
C01635,11,456.67272727272723,5023.4,4,1,2.75,3.75
C01636,10,485.462,4854.62,5,4,2.0,3.3333333333333335
C01637,9,669.1655555555556,6022.49,5,4,1.5,4.166666666666667
C01638,7,505.23285714285714,3536.63,5,2,1.75,4.666666666666667
C01639,5,580.96,2904.8,0,0,1.25,4.666666666666667
C01640,10,571.5649999999999,5715.65,6,2,2.5,3.142857142857143
C01641,7,700.9771428571429,4906.84,2,2,1.1666666666666667,3.0
C01642,5,794.198,3970.99,2,2,1.0,3.6666666666666665
C01643,13,471.3230769230769,6127.2,1,2,2.6,3.8181818181818183
C01644,9,894.7855555555556,8053.07,3,3,2.25,4.125
C01645,7,477.9042857142857,3345.33,1,2,1.75,4.25
C01646,8,624.57375,4996.59,1,2,1.6,3.5
C01647,13,390.99,5082.87,8,1,2.1666666666666665,3.4444444444444446
C01648,8,481.56624999999997,3852.5299999999997,4,0,2.0,4.0
C01649,8,623.75375,4990.03,4,1,1.6,4.0
C01650,6,337.84,2027.04,2,0,1.2,5.0
C01651,9,649.9555555555556,5849.6,2,4,1.5,3.857142857142857
C01652,6,386.43333333333334,2318.6,3,1,1.5,3.6
C01653,9,497.1177777777778,4474.06,4,2,3.0,4.0
C01654,4,420.16,1680.64,3,2,1.3333333333333333,4.0
C01655,21,516.1619047619048,10839.4,13,5,4.2,4.0
C01656,7,456.75,3197.25,3,2,1.4,3.6666666666666665
C01657,15,569.992,8549.88,3,4,2.5,3.272727272727273
C01658,6,661.055,3966.33,2,0,2.0,3.25
C01659,12,613.4041666666667,7360.85,6,2,2.0,4.0
C01660,10,479.937,4799.37,4,2,2.0,4.333333333333333
C01661,10,639.543,6395.43,4,4,2.0,4.285714285714286
C01662,7,421.09000000000003,2947.63,4,1,1.1666666666666667,4.6
C01663,9,536.4911111111111,4828.42,2,1,1.8,3.888888888888889
C01664,7,466.61285714285714,3266.29,2,3,1.4,4.5
C01665,7,803.6714285714286,5625.7,3,1,1.75,3.5
C01666,12,583.3158333333333,6999.79,3,4,2.4,3.7777777777777777
C01667,14,473.9578571428571,6635.41,7,2,2.3333333333333335,3.3333333333333335
C01668,11,640.8245454545454,7049.07,3,2,1.8333333333333333,4.2
C01669,4,657.9075,2631.63,1,0,1.3333333333333333,4.666666666666667
C01670,5,420.95200000000006,2104.76,3,2,1.25,4.0
C01671,9,732.4455555555555,6592.01,3,0,1.8,4.666666666666667
C01672,10,708.721,7087.21,4,2,2.0,3.6666666666666665
C01673,8,531.745,4253.96,1,1,1.6,4.142857142857143
C01674,5,374.67199999999997,1873.36,2,1,1.25,4.2
C01675,10,388.496,3884.96,1,3,1.6666666666666667,5.0
C01676,6,577.8466666666667,3467.08,3,3,2.0,2.8
C01677,7,417.7142857142857,2924.0,1,0,1.1666666666666667,3.25
C01678,6,477.5683333333333,2865.41,5,1,1.5,3.6666666666666665
C01679,10,484.024,4840.24,3,2,1.6666666666666667,3.857142857142857
C01680,6,442.98333333333335,2657.9,1,0,1.5,5.0
C01681,12,690.8158333333334,8289.79,4,2,2.4,4.444444444444445
C01682,3,730.2433333333333,2190.73,2,2,1.0,3.3333333333333335
C01683,6,671.4399999999999,4028.64,4,2,1.5,3.8
C01684,10,634.8820000000001,6348.820000000001,3,3,2.5,4.0
C01685,11,778.3663636363636,8562.03,2,3,2.2,3.8333333333333335
C01686,9,459.7966666666667,4138.17,2,1,1.8,3.5
C01687,12,555.1633333333333,6661.96,7,3,2.0,2.75
C01688,6,633.5316666666666,3801.19,3,0,1.5,4.666666666666667
C01689,10,576.967,5769.67,5,1,2.0,3.875
C01690,7,296.96857142857147,2078.78,2,3,1.75,3.8
C01691,9,512.8966666666666,4616.07,3,0,2.25,3.8
C01692,9,577.6988888888889,5199.29,4,2,2.25,3.8
C01693,8,356.79125,2854.33,4,3,2.0,4.333333333333333
C01694,13,514.6746153846154,6690.77,1,4,3.25,4.444444444444445
C01695,6,449.305,2695.83,2,2,1.2,3.3333333333333335
C01696,7,461.55285714285714,3230.87,2,3,1.75,4.25
C01697,9,527.1133333333333,4744.02,5,3,1.5,3.6666666666666665
C01698,4,345.705,1382.82,3,0,1.3333333333333333,3.5
C01699,13,642.2453846153846,8349.19,6,0,2.6,4.222222222222222
C01700,14,629.9114285714286,8818.76,5,3,2.8,4.0
C01701,9,758.2822222222222,6824.54,5,1,2.25,4.75
C01702,8,601.73375,4813.87,3,2,2.0,4.2
C01703,13,591.7107692307692,7692.24,6,1,2.6,4.285714285714286
