customer_id,total_orders,avg_order_value,total_spending,weekend_orders,late_night_orders,ordering_frequency,avg_rating_given,cluster,segment_name
C01342,12,591.8666666666667,7102.4,7,5,2.0,3.9,1,Highly Engaged / High-Value Customers
C01343,11,485.5690909090909,5341.26,2,3,2.2,3.333333333333333,1,Highly Engaged / High-Value Customers
C01344,11,665.9409090909091,7325.35,3,5,1.8333333333333333,3.875,1,Highly Engaged / High-Value Customers
C01345,9,565.6677777777778,5091.01,6,2,3.0,3.857142857142857,1,Highly Engaged / High-Value Customers
C01346,12,422.8133333333333,5073.76,5,4,2.0,4.333333333333333,1,Highly Engaged / High-Value Customers
C01347,5,514.848,2574.24,2,1,1.25,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01348,13,443.0238461538461,5759.31,5,5,2.1666666666666665,4.0,1,Highly Engaged / High-Value Customers
C01349,10,392.093,3920.93,5,2,1.6666666666666667,3.7,0,Occasional / Lower-Engagement Customers
C01350,6,621.145,3726.87,2,1,1.5,3.75,0,Occasional / Lower-Engagement Customers
C01351,14,666.0192857142857,9324.27,5,2,2.333333333333333,3.375,1,Highly Engaged / High-Value Customers
C01352,13,586.4430769230769,7623.76,3,4,2.1666666666666665,2.833333333333333,1,Highly Engaged / High-Value Customers
C01353,7,675.0571428571428,4725.4,3,2,2.333333333333333,2.25,0,Occasional / Lower-Engagement Customers
C01354,14,543.11,7603.54,6,6,3.5,3.625,1,Highly Engaged / High-Value Customers
C01355,10,540.66,5406.599999999999,3,4,2.0,3.8,1,Highly Engaged / High-Value Customers
C01356,6,713.4766666666666,4280.86,1,0,1.2,3.6,0,Occasional / Lower-Engagement Customers
C01357,10,441.625,4416.25,4,1,2.0,4.6,0,Occasional / Lower-Engagement Customers
C01358,8,618.74,4949.92,2,2,1.6,3.75,0,Occasional / Lower-Engagement Customers
C01359,9,931.4722222222222,8383.25,5,3,2.25,4.428571428571429,1,Highly Engaged / High-Value Customers
C01360,13,442.5353846153846,5752.96,3,6,2.6,3.571428571428572,1,Highly Engaged / High-Value Customers
C01361,16,583.47625,9335.62,8,3,2.6666666666666665,3.9166666666666665,1,Highly Engaged / High-Value Customers
C01362,7,398.63571428571424,2790.45,2,1,1.4,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01363,7,575.1428571428571,4026.0,1,0,1.1666666666666667,4.75,0,Occasional / Lower-Engagement Customers
C01364,7,653.5371428571428,4574.76,4,1,2.333333333333333,4.4,0,Occasional / Lower-Engagement Customers
C01365,8,685.1524999999999,5481.219999999999,5,1,2.0,3.0,0,Occasional / Lower-Engagement Customers
C01366,11,641.6481818181818,7058.13,4,1,2.2,4.333333333333333,1,Highly Engaged / High-Value Customers
C01367,10,519.5310000000001,5195.31,4,2,2.0,3.857142857142857,1,Highly Engaged / High-Value Customers
C01368,14,495.3542857142857,6934.96,6,4,2.333333333333333,3.6,1,Highly Engaged / High-Value Customers
C01369,6,559.1716666666666,3355.03,2,1,1.5,4.2,0,Occasional / Lower-Engagement Customers
C01370,8,489.34125,3914.73,3,1,1.6,4.25,0,Occasional / Lower-Engagement Customers
C01371,7,509.2942857142857,3565.06,1,1,1.4,3.75,0,Occasional / Lower-Engagement Customers
C01372,15,576.91,8653.65,4,2,2.5,3.909090909090909,1,Highly Engaged / High-Value Customers
C01373,4,269.47,1077.88,2,1,1.0,3.0,0,Occasional / Lower-Engagement Customers
C01374,8,608.4675,4867.74,3,2,1.6,4.2,0,Occasional / Lower-Engagement Customers
C01375,5,575.4060000000001,2877.03,4,1,1.25,4.5,0,Occasional / Lower-Engagement Customers
C01376,12,594.37,7132.44,4,1,2.4,3.5,1,Highly Engaged / High-Value Customers
C01377,6,378.5516666666667,2271.31,2,5,1.2,4.0,0,Occasional / Lower-Engagement Customers
C01378,10,557.3140000000001,5573.14,2,3,2.5,3.7142857142857135,1,Highly Engaged / High-Value Customers
C01379,6,559.9266666666666,3359.56,1,0,1.0,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01380,9,373.12,3358.08,3,2,2.25,3.8,0,Occasional / Lower-Engagement Customers
C01381,8,411.365,3290.92,2,0,1.6,3.5,0,Occasional / Lower-Engagement Customers
C01382,9,703.0244444444445,6327.22,1,1,1.5,4.25,0,Occasional / Lower-Engagement Customers
C01383,11,682.4145454545455,7506.56,2,2,1.8333333333333333,3.888888888888889,1,Highly Engaged / High-Value Customers
C01384,11,797.4527272727272,8771.98,5,4,1.8333333333333333,4.0,1,Highly Engaged / High-Value Customers
C01385,8,397.3225,3178.58,4,5,2.0,3.75,0,Occasional / Lower-Engagement Customers
C01386,7,591.4,4139.8,2,3,1.4,4.25,0,Occasional / Lower-Engagement Customers
C01387,8,662.68,5301.44,4,3,1.6,4.0,0,Occasional / Lower-Engagement Customers
C01388,10,651.958,6519.58,5,3,1.6666666666666667,3.8333333333333335,1,Highly Engaged / High-Value Customers
C01389,10,578.841,5788.41,2,2,2.0,3.2,0,Occasional / Lower-Engagement Customers
C01390,4,400.8675,1603.47,3,1,1.3333333333333333,4.75,0,Occasional / Lower-Engagement Customers
C01391,8,720.3075,5762.46,2,1,1.3333333333333333,3.8333333333333335,0,Occasional / Lower-Engagement Customers
C01392,6,516.3083333333333,3097.85,0,3,1.2,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01393,14,629.5264285714286,8813.37,3,2,2.8,4.333333333333333,1,Highly Engaged / High-Value Customers
C01394,14,545.5728571428572,7638.02,5,4,2.333333333333333,4.222222222222222,1,Highly Engaged / High-Value Customers
C01395,10,479.932,4799.32,3,3,2.5,4.142857142857143,1,Highly Engaged / High-Value Customers
C01396,7,315.06857142857143,2205.48,2,2,1.1666666666666667,3.5,0,Occasional / Lower-Engagement Customers
C01397,12,613.4766666666667,7361.72,3,0,2.0,4.333333333333333,1,Highly Engaged / High-Value Customers
C01398,13,463.7838461538462,6029.1900000000005,4,3,2.1666666666666665,3.75,1,Highly Engaged / High-Value Customers
C01399,5,503.924,2519.62,1,1,1.25,4.0,0,Occasional / Lower-Engagement Customers
C01400,9,548.0444444444444,4932.4,6,3,1.8,2.857142857142857,1,Highly Engaged / High-Value Customers
C01401,14,615.755,8620.57,7,4,2.8,3.272727272727273,1,Highly Engaged / High-Value Customers
C01402,14,812.5500000000001,11375.7,4,5,2.333333333333333,3.909090909090909,1,Highly Engaged / High-Value Customers
C01403,5,462.258,2311.29,3,1,1.6666666666666667,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01404,12,455.4166666666667,5465.0,6,5,2.0,4.0,1,Highly Engaged / High-Value Customers
C01405,4,393.375,1573.5,2,0,1.3333333333333333,4.333333333333333,0,Occasional / Lower-Engagement Customers
C01406,17,458.4447058823529,7793.559999999999,7,6,2.833333333333333,3.0,1,Highly Engaged / High-Value Customers
C01407,5,449.53,2247.65,2,1,1.25,3.2,0,Occasional / Lower-Engagement Customers
C01408,3,508.3,1524.9,3,0,1.5,4.0,0,Occasional / Lower-Engagement Customers
C01409,10,763.612,7636.12,2,2,1.6666666666666667,4.25,1,Highly Engaged / High-Value Customers
C01410,13,393.8884615384616,5120.55,4,4,3.25,3.4444444444444446,1,Highly Engaged / High-Value Customers
C01411,8,587.96375,4703.71,3,1,1.6,4.2,0,Occasional / Lower-Engagement Customers
C01412,7,523.3971428571429,3663.78,1,1,1.75,4.0,0,Occasional / Lower-Engagement Customers
C01413,7,1097.69,7683.83,3,2,1.4,4.166666666666667,0,Occasional / Lower-Engagement Customers
C01414,9,689.75,6207.75,1,0,1.8,3.5,0,Occasional / Lower-Engagement Customers
C01415,6,611.5883333333334,3669.53,1,2,3.0,2.0,0,Occasional / Lower-Engagement Customers
C01416,8,491.1625,3929.3,5,2,1.6,3.75,0,Occasional / Lower-Engagement Customers
C01417,7,1034.1057142857142,7238.74,1,2,1.75,3.5,0,Occasional / Lower-Engagement Customers
C01418,15,516.424,7746.36,2,3,3.0,3.9,1,Highly Engaged / High-Value Customers
C01419,13,706.8953846153846,9189.64,1,3,2.1666666666666665,4.625,1,Highly Engaged / High-Value Customers
C01420,10,434.595,4345.95,4,2,2.0,3.7,0,Occasional / Lower-Engagement Customers
C01421,8,615.5875,4924.7,2,1,2.0,3.75,0,Occasional / Lower-Engagement Customers
C01422,4,608.75,2435.0,1,2,1.3333333333333333,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01423,11,685.3636363636364,7539.0,4,5,1.8333333333333333,3.7777777777777777,1,Highly Engaged / High-Value Customers
C01424,11,520.2190909090909,5722.41,2,5,1.8333333333333333,4.222222222222222,1,Highly Engaged / High-Value Customers
C01425,4,792.39,3169.56,1,0,1.3333333333333333,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01426,10,715.3199999999999,7153.2,4,3,2.0,4.4,1,Highly Engaged / High-Value Customers
C01427,7,609.2457142857144,4264.72,4,3,1.4,4.2,0,Occasional / Lower-Engagement Customers
C01428,10,501.418,5014.18,4,2,2.5,3.333333333333333,1,Highly Engaged / High-Value Customers
C01429,8,473.615,3788.92,2,0,2.6666666666666665,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01430,10,539.7529999999999,5397.53,3,1,2.0,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01431,6,647.2033333333334,3883.22,3,2,1.5,3.25,0,Occasional / Lower-Engagement Customers
C01432,9,520.86,4687.74,4,3,2.25,3.5,1,Highly Engaged / High-Value Customers
C01433,12,374.14166666666665,4489.7,4,4,2.4,2.8,1,Highly Engaged / High-Value Customers
C01434,14,373.9792857142857,5235.71,6,2,2.333333333333333,4.333333333333333,1,Highly Engaged / High-Value Customers
C01435,10,709.522,7095.22,4,1,2.5,2.833333333333333,1,Highly Engaged / High-Value Customers
C01436,4,584.4775,2337.91,2,1,1.0,1.0,0,Occasional / Lower-Engagement Customers
C01437,11,417.6763636363636,4594.44,7,3,1.8333333333333333,2.8,1,Highly Engaged / High-Value Customers
C01438,13,578.5961538461538,7521.75,6,2,2.1666666666666665,3.8333333333333335,1,Highly Engaged / High-Value Customers
C01439,8,420.08,3360.64,3,1,1.3333333333333333,4.333333333333333,0,Occasional / Lower-Engagement Customers
C01440,13,546.4769230769231,7104.2,3,3,2.1666666666666665,3.7777777777777777,1,Highly Engaged / High-Value Customers
C01441,9,639.7155555555556,5757.4400000000005,3,3,2.25,3.6666666666666665,1,Highly Engaged / High-Value Customers
C01442,10,531.495,5314.95,5,1,1.6666666666666667,4.2,0,Occasional / Lower-Engagement Customers
C01443,9,493.3688888888889,4440.32,3,3,1.5,3.571428571428572,0,Occasional / Lower-Engagement Customers
C01444,5,530.644,2653.22,3,0,1.6666666666666667,3.2,0,Occasional / Lower-Engagement Customers
C01445,11,507.8736363636364,5586.610000000001,4,3,1.8333333333333333,3.6666666666666665,1,Highly Engaged / High-Value Customers
C01446,12,326.12166666666667,3913.46,9,3,2.0,4.333333333333333,1,Highly Engaged / High-Value Customers
C01447,15,706.4506666666667,10596.76,4,3,3.0,3.5454545454545454,1,Highly Engaged / High-Value Customers
C01448,5,693.762,3468.81,1,0,1.25,2.6666666666666665,0,Occasional / Lower-Engagement Customers
C01449,9,651.9977777777777,5867.98,2,0,1.5,4.2,0,Occasional / Lower-Engagement Customers
C01450,14,619.7235714285714,8676.13,4,2,2.8,3.9,1,Highly Engaged / High-Value Customers
C01451,11,412.24818181818176,4534.73,3,1,2.75,3.625,1,Highly Engaged / High-Value Customers
C01452,9,492.3455555555555,4431.11,1,2,1.8,3.8333333333333335,0,Occasional / Lower-Engagement Customers
C01453,8,661.69,5293.52,3,2,2.0,3.4,0,Occasional / Lower-Engagement Customers
C01454,9,711.9444444444445,6407.5,6,3,1.8,3.6666666666666665,1,Highly Engaged / High-Value Customers
C01455,11,565.3636363636364,6219.0,5,4,2.2,4.0,1,Highly Engaged / High-Value Customers
C01456,9,833.2900000000001,7499.610000000001,5,2,1.8,4.4,1,Highly Engaged / High-Value Customers
C01457,11,573.3381818181819,6306.72,6,4,2.2,3.6666666666666665,1,Highly Engaged / High-Value Customers
C01458,10,426.327,4263.27,1,0,1.6666666666666667,3.5,0,Occasional / Lower-Engagement Customers
C01459,6,584.0583333333333,3504.35,1,1,2.0,4.0,0,Occasional / Lower-Engagement Customers
C01460,13,580.8192307692308,7550.65,2,3,2.6,3.9,1,Highly Engaged / High-Value Customers
C01461,12,422.5533333333333,5070.64,5,1,2.0,3.875,1,Highly Engaged / High-Value Customers
C01462,11,742.0881818181819,8162.97,4,5,1.8333333333333333,3.333333333333333,1,Highly Engaged / High-Value Customers
C01463,8,555.16375,4441.31,4,3,1.6,4.0,0,Occasional / Lower-Engagement Customers
C01464,11,473.06545454545454,5203.72,8,4,2.2,3.875,1,Highly Engaged / High-Value Customers
C01465,9,801.74,7215.66,4,2,2.25,3.2857142857142856,1,Highly Engaged / High-Value Customers
C01466,13,686.6215384615384,8926.08,3,2,2.6,4.25,1,Highly Engaged / High-Value Customers
C01467,8,581.235,4649.88,5,3,2.6666666666666665,4.0,1,Highly Engaged / High-Value Customers
C01468,7,337.17285714285714,2360.21,4,2,1.75,4.0,0,Occasional / Lower-Engagement Customers
C01469,13,620.4546153846154,8065.91,5,2,2.1666666666666665,3.875,1,Highly Engaged / High-Value Customers
C01470,5,474.184,2370.92,1,0,1.25,4.0,0,Occasional / Lower-Engagement Customers
C01471,9,562.1322222222223,5059.1900000000005,4,2,1.8,3.5,0,Occasional / Lower-Engagement Customers
C01472,16,396.50875,6344.14,8,3,3.2,4.0,1,Highly Engaged / High-Value Customers
C01473,6,900.3883333333333,5402.33,5,1,1.5,4.25,0,Occasional / Lower-Engagement Customers
C01474,6,733.0633333333334,4398.38,3,1,1.5,4.25,0,Occasional / Lower-Engagement Customers
C01475,6,871.5133333333333,5229.08,3,1,2.0,4.4,0,Occasional / Lower-Engagement Customers
C01476,10,626.359,6263.59,2,2,2.5,3.7777777777777777,1,Highly Engaged / High-Value Customers
C01477,11,695.3672727272727,7649.04,5,2,2.2,3.857142857142857,1,Highly Engaged / High-Value Customers
C01478,3,658.59,1975.77,1,0,1.0,5.0,0,Occasional / Lower-Engagement Customers
C01479,11,527.8572727272727,5806.43,5,4,2.2,4.625,1,Highly Engaged / High-Value Customers
C01480,15,595.3633333333333,8930.45,8,5,3.0,3.4166666666666665,1,Highly Engaged / High-Value Customers
C01481,8,446.5275,3572.22,4,2,2.0,3.5,0,Occasional / Lower-Engagement Customers
C01482,7,560.2028571428572,3921.42,5,3,1.75,4.0,0,Occasional / Lower-Engagement Customers
C01483,16,575.800625,9212.81,3,4,2.6666666666666665,3.333333333333333,1,Highly Engaged / High-Value Customers
C01484,6,828.3383333333333,4970.03,2,1,1.2,4.0,0,Occasional / Lower-Engagement Customers
C01485,8,464.7325,3717.86,2,1,2.6666666666666665,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01486,11,613.74,6751.14,3,4,1.8333333333333333,4.571428571428571,1,Highly Engaged / High-Value Customers
C01487,10,629.87,6298.7,7,1,2.0,4.285714285714286,1,Highly Engaged / High-Value Customers
C01488,8,612.96625,4903.73,2,1,2.0,2.5,0,Occasional / Lower-Engagement Customers
C01489,9,597.6388888888889,5378.75,3,1,2.25,2.75,0,Occasional / Lower-Engagement Customers
C01490,10,460.785,4607.849999999999,5,2,2.5,4.125,1,Highly Engaged / High-Value Customers
C01491,9,389.1044444444444,3501.94,3,2,1.8,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01492,6,393.415,2360.49,2,1,2.0,4.0,0,Occasional / Lower-Engagement Customers
C01493,8,548.1725,4385.38,3,2,2.0,4.5,0,Occasional / Lower-Engagement Customers
C01494,11,426.8972727272727,4695.87,6,6,2.2,3.25,1,Highly Engaged / High-Value Customers
C01495,11,523.5354545454545,5758.889999999999,4,2,2.2,3.7142857142857135,1,Highly Engaged / High-Value Customers
C01496,8,344.26875,2754.15,3,3,1.6,4.285714285714286,0,Occasional / Lower-Engagement Customers
C01497,10,465.855,4658.55,2,3,2.5,3.0,1,Highly Engaged / High-Value Customers
C01498,11,632.5863636363637,6958.45,2,1,1.8333333333333333,3.4,0,Occasional / Lower-Engagement Customers
C01499,7,437.1785714285714,3060.25,3,1,1.4,3.6,0,Occasional / Lower-Engagement Customers
C01500,10,576.9190000000001,5769.1900000000005,6,3,2.5,3.625,1,Highly Engaged / High-Value Customers
C01501,10,377.0220000000001,3770.22,5,2,2.0,3.1666666666666665,0,Occasional / Lower-Engagement Customers
C01502,10,673.483,6734.83,3,1,2.5,3.142857142857143,1,Highly Engaged / High-Value Customers
C01503,7,677.1357142857142,4739.95,1,4,1.4,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01504,5,549.278,2746.39,2,2,1.25,5.0,0,Occasional / Lower-Engagement Customers
C01505,4,363.66,1454.64,3,0,1.3333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01506,9,655.2411111111111,5897.17,2,2,1.5,3.8333333333333335,0,Occasional / Lower-Engagement Customers
C01507,9,504.3088888888889,4538.78,3,1,3.0,4.333333333333333,1,Highly Engaged / High-Value Customers
C01508,7,514.5528571428571,3601.87,3,1,2.333333333333333,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01509,11,593.6009090909091,6529.61,3,2,1.8333333333333333,4.111111111111111,1,Highly Engaged / High-Value Customers
C01510,13,518.1630769230769,6736.12,2,3,2.6,3.7142857142857135,1,Highly Engaged / High-Value Customers
C01511,11,387.24,4259.64,3,1,1.8333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01512,7,995.5471428571428,6968.83,1,4,1.4,3.6,0,Occasional / Lower-Engagement Customers
C01513,13,677.1892307692307,8803.46,5,2,2.1666666666666665,2.888888888888889,1,Highly Engaged / High-Value Customers
C01514,5,561.7239999999999,2808.62,3,2,1.25,3.75,0,Occasional / Lower-Engagement Customers
C01515,9,469.8022222222223,4228.22,2,1,1.8,3.75,0,Occasional / Lower-Engagement Customers
C01516,13,567.7969230769231,7381.360000000001,7,3,2.1666666666666665,3.375,1,Highly Engaged / High-Value Customers
C01517,8,572.9625,4583.7,1,0,2.0,4.2,0,Occasional / Lower-Engagement Customers
C01518,7,824.9171428571428,5774.42,2,1,2.333333333333333,3.8,0,Occasional / Lower-Engagement Customers
C01519,7,541.3914285714285,3789.74,1,1,1.4,4.0,0,Occasional / Lower-Engagement Customers
C01520,4,358.3125,1433.25,2,0,1.3333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01521,4,528.4525,2113.81,2,0,1.0,4.5,0,Occasional / Lower-Engagement Customers
C01522,12,648.7341666666667,7784.81,4,3,2.4,4.285714285714286,1,Highly Engaged / High-Value Customers
C01523,9,516.6877777777778,4650.1900000000005,1,2,1.8,3.75,0,Occasional / Lower-Engagement Customers
C01524,10,584.428,5844.28,5,1,2.0,3.5,1,Highly Engaged / High-Value Customers
C01525,6,376.5633333333333,2259.38,3,1,1.5,4.5,0,Occasional / Lower-Engagement Customers
C01526,9,498.37888888888887,4485.41,3,2,2.25,4.428571428571429,0,Occasional / Lower-Engagement Customers
C01527,13,678.353076923077,8818.59,5,1,2.6,3.7777777777777777,1,Highly Engaged / High-Value Customers
C01528,8,440.33875,3522.71,0,1,2.6666666666666665,2.8,0,Occasional / Lower-Engagement Customers
C01529,7,621.0728571428572,4347.51,2,0,1.75,3.0,0,Occasional / Lower-Engagement Customers
C01530,9,611.2455555555556,5501.21,6,1,3.0,3.8,1,Highly Engaged / High-Value Customers
C01531,8,574.325,4594.6,3,3,1.6,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01532,15,493.988,7409.82,6,3,2.5,4.083333333333333,1,Highly Engaged / High-Value Customers
C01533,10,589.702,5897.02,7,2,2.0,3.857142857142857,1,Highly Engaged / High-Value Customers
C01534,10,442.697,4426.97,7,1,2.0,3.2,1,Highly Engaged / High-Value Customers
C01535,10,595.8969999999999,5958.969999999999,5,2,2.0,3.571428571428572,1,Highly Engaged / High-Value Customers
C01536,13,520.6561538461539,6768.53,5,2,3.25,4.4,1,Highly Engaged / High-Value Customers
C01537,5,753.462,3767.31,3,1,1.6666666666666667,4.333333333333333,0,Occasional / Lower-Engagement Customers
C01538,11,760.0618181818182,8360.68,3,3,1.8333333333333333,2.857142857142857,1,Highly Engaged / High-Value Customers
C01539,11,506.8736363636363,5575.61,8,1,1.8333333333333333,4.5,1,Highly Engaged / High-Value Customers
C01540,3,459.03,1377.09,1,1,1.5,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01541,12,658.0208333333334,7896.25,5,3,2.4,3.4,1,Highly Engaged / High-Value Customers
C01542,8,412.14875,3297.19,3,1,1.6,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01543,11,397.1490909090909,4368.64,2,3,1.8333333333333333,4.142857142857143,0,Occasional / Lower-Engagement Customers
C01544,8,448.04125,3584.33,3,1,1.6,4.714285714285714,0,Occasional / Lower-Engagement Customers
C01545,9,789.5544444444445,7105.99,1,1,2.25,4.0,0,Occasional / Lower-Engagement Customers
C01546,13,632.2969230769231,8219.86,7,1,2.1666666666666665,3.0,1,Highly Engaged / High-Value Customers
C01547,9,553.7744444444445,4983.97,4,1,1.8,4.6,0,Occasional / Lower-Engagement Customers
C01548,18,511.37777777777774,9204.8,8,7,3.6,3.8461538461538463,1,Highly Engaged / High-Value Customers
C01549,8,706.37625,5651.01,1,4,2.0,4.5,0,Occasional / Lower-Engagement Customers
C01550,8,551.8175,4414.54,4,1,1.6,4.333333333333333,0,Occasional / Lower-Engagement Customers
C01551,11,758.7090909090908,8345.8,3,2,1.8333333333333333,4.0,1,Highly Engaged / High-Value Customers
C01552,11,529.2099999999999,5821.31,3,0,1.8333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01553,11,586.8872727272727,6455.76,4,4,1.8333333333333333,3.9,1,Highly Engaged / High-Value Customers
C01554,12,468.7908333333333,5625.49,5,2,2.4,3.0,1,Highly Engaged / High-Value Customers
C01555,6,460.7966666666666,2764.78,3,2,1.5,4.333333333333333,0,Occasional / Lower-Engagement Customers
C01556,13,527.2099999999999,6853.73,3,6,2.1666666666666665,3.0,1,Highly Engaged / High-Value Customers
C01557,10,493.559,4935.59,3,3,2.5,4.125,1,Highly Engaged / High-Value Customers
C01558,8,400.685,3205.48,5,2,1.6,3.6666666666666665,0,Occasional / Lower-Engagement Customers
C01559,12,725.6433333333333,8707.72,6,4,2.0,3.375,1,Highly Engaged / High-Value Customers
C01560,11,461.8363636363636,5080.2,5,3,2.2,3.888888888888889,1,Highly Engaged / High-Value Customers
C01561,8,684.13375,5473.07,3,2,2.0,3.7142857142857135,0,Occasional / Lower-Engagement Customers
C01562,8,654.28125,5234.25,3,1,1.6,3.7142857142857135,0,Occasional / Lower-Engagement Customers
C01563,9,561.8655555555556,5056.79,7,2,1.5,4.0,1,Highly Engaged / High-Value Customers
C01564,4,825.84,3303.36,2,0,1.3333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01565,8,619.9075,4959.26,4,2,1.6,3.8333333333333335,0,Occasional / Lower-Engagement Customers
C01566,16,568.33625,9093.38,10,5,2.6666666666666665,4.25,1,Highly Engaged / High-Value Customers
C01567,7,602.1071428571429,4214.75,1,4,1.75,4.0,0,Occasional / Lower-Engagement Customers
C01568,13,543.4938461538461,7065.42,4,2,2.1666666666666665,3.555555555555556,1,Highly Engaged / High-Value Customers
C01569,8,447.55,3580.4,2,2,1.6,3.25,0,Occasional / Lower-Engagement Customers
C01570,11,623.1954545454545,6855.15,5,1,2.2,4.6,1,Highly Engaged / High-Value Customers
C01571,6,603.945,3623.67,4,2,2.0,3.5,0,Occasional / Lower-Engagement Customers
C01572,7,800.7228571428572,5605.06,0,0,1.75,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01573,7,504.7542857142857,3533.28,3,1,1.75,4.8,0,Occasional / Lower-Engagement Customers
C01574,9,482.5822222222222,4343.24,5,2,1.8,3.2857142857142856,0,Occasional / Lower-Engagement Customers
C01575,9,522.8433333333334,4705.59,2,1,1.8,4.5,0,Occasional / Lower-Engagement Customers
C01576,8,555.2025,4441.62,3,3,4.0,4.666666666666667,1,Highly Engaged / High-Value Customers
C01577,11,692.9145454545454,7622.059999999999,5,5,1.8333333333333333,4.0,1,Highly Engaged / High-Value Customers
C01578,7,692.342857142857,4846.4,3,1,1.1666666666666667,3.6,0,Occasional / Lower-Engagement Customers
C01579,12,779.9558333333333,9359.47,4,1,2.0,3.4444444444444446,1,Highly Engaged / High-Value Customers
C01580,9,578.1122222222223,5203.01,2,3,2.25,4.5,0,Occasional / Lower-Engagement Customers
C01581,5,574.574,2872.87,1,1,1.25,4.0,0,Occasional / Lower-Engagement Customers
C01582,8,669.34875,5354.79,7,0,1.6,3.8,0,Occasional / Lower-Engagement Customers
C01583,10,514.793,5147.93,5,2,2.0,3.5,1,Highly Engaged / High-Value Customers
C01584,6,482.33,2893.98,1,4,1.5,4.25,0,Occasional / Lower-Engagement Customers
C01585,10,492.162,4921.62,3,2,1.6666666666666667,4.428571428571429,0,Occasional / Lower-Engagement Customers
C01586,5,532.742,2663.71,0,1,1.6666666666666667,4.25,0,Occasional / Lower-Engagement Customers
C01587,16,679.01625,10864.26,5,3,2.6666666666666665,4.5,1,Highly Engaged / High-Value Customers
C01588,11,649.420909090909,7143.63,1,2,1.8333333333333333,3.75,0,Occasional / Lower-Engagement Customers
C01589,8,532.0025,4256.02,2,2,2.0,4.4,0,Occasional / Lower-Engagement Customers
C01590,7,512.3071428571428,3586.15,2,4,1.4,3.333333333333333,0,Occasional / Lower-Engagement Customers
C01591,10,450.58600000000007,4505.860000000001,5,2,2.0,3.6,1,Highly Engaged / High-Value Customers
C01592,9,591.5266666666666,5323.74,3,2,2.25,4.666666666666667,0,Occasional / Lower-Engagement Customers
C01593,5,383.92,1919.6,0,1,1.25,3.0,0,Occasional / Lower-Engagement Customers
C01594,9,537.1633333333334,4834.47,2,3,1.5,4.75,0,Occasional / Lower-Engagement Customers
C01595,6,361.69,2170.14,3,4,1.5,4.2,0,Occasional / Lower-Engagement Customers
C01596,10,530.7629999999999,5307.629999999999,3,1,2.0,4.0,0,Occasional / Lower-Engagement Customers
C01597,11,610.7827272727272,6718.61,4,2,1.8333333333333333,4.25,1,Highly Engaged / High-Value Customers
C01598,8,661.7675,5294.14,3,1,1.6,3.2,0,Occasional / Lower-Engagement Customers
C01599,13,515.5807692307692,6702.55,9,5,2.1666666666666665,3.857142857142857,1,Highly Engaged / High-Value Customers
C01600,9,703.9066666666666,6335.16,7,1,3.0,4.0,1,Highly Engaged / High-Value Customers
C01601,11,719.4709090909091,7914.18,4,2,2.2,3.571428571428572,1,Highly Engaged / High-Value Customers
C01602,9,467.50111111111113,4207.51,5,3,1.8,3.1666666666666665,0,Occasional / Lower-Engagement Customers
C01603,6,771.77,4630.62,2,0,2.0,4.0,0,Occasional / Lower-Engagement Customers
C01604,5,600.804,3004.02,1,1,1.25,4.0,0,Occasional / Lower-Engagement Customers
C01605,12,566.51,6798.12,3,4,2.4,3.1666666666666665,1,Highly Engaged / High-Value Customers
C01606,13,503.8023076923077,6549.43,2,2,2.1666666666666665,4.0,1,Highly Engaged / High-Value Customers
C01607,6,462.9966666666666,2777.98,2,1,1.5,4.0,0,Occasional / Lower-Engagement Customers
C01608,4,519.25,2077.0,1,0,1.3333333333333333,4.0,0,Occasional / Lower-Engagement Customers
C01609,12,562.9025,6754.83,3,2,2.4,3.875,1,Highly Engaged / High-Value Customers
C01610,6,439.1833333333333,2635.1,6,2,2.0,3.5,0,Occasional / Lower-Engagement Customers
C01611,13,622.3046153846154,8089.96,9,2,2.1666666666666665,3.4,1,Highly Engaged / High-Value Customers
C01612,12,373.5891666666666,4483.07,6,5,3.0,4.428571428571429,1,Highly Engaged / High-Value Customers
